sheet_row,team,city,metro_area,country,level,tier,n_candidates,suggested_if_only_one_has_keys,candidates
2948,Club Français,Paris,Paris,France,,T1,2,reep_t1a7914b4,reep_t1a7914b4:Club Franciscain:France:Q1773558 | reep_taed63249:Club Français:France:Q959103
2950,Béziers,Béziers,Béziers,France,,T2a,2,,reep_t3c02a2de:AS Béziers:France:Q3000537 | reep_tb905c6aa:AS Béziers:France:Q2619514
2968,FC Lyon,Lyon,Lyon,France,,T1,2,,reep_t2c316293:FC Lyon:France:Q39074320 | reep_tffd91797:FC Lyon:France:Q16636629
2982,CF Dijon,Dijon,Dijon,France,,T2a,2,reep_t7af4dcd4,reep_t7af4dcd4:Dijon F.C.:France:Q109420810 | reep_tb9244b37:F.C. Dijon:France:Q118120167
2990,Quimper Kerfeunteun,Quimper,Quimper,France,,T2a,2,,reep_t9a5e56e1:Quimper Kerfeunteun F.C.:France:Q3414511 | reep_ta9a1a0a1:Quimper Kerfeunteun F.C.:France:Q1431996
2997,FC Bourges,Bourges,Bourges,France,,T2a,2,,reep_t150c4529:Bourges AC:France:Q119519583 | reep_tdb170f2f:F.C. de Bourges:France:Q42806914
3023,AC Amiens,Amiens,Amiens,France,,T1,3,,reep_t63010d40:Amiens SC:France:Q866884 | reep_t70a9e362:Amiens SC:France:Q76391447 | reep_tfb9cb5a9:Amiens AC:France:Q1933334
3036,RC Roubaix,Lille,Lille,France,,T1,2,,reep_ted34bfcd:RC Roubaix:France:Q1271664 | reep_tf0f009e0:RC Roubaix:France:Q119519725
3078,AS Béziers,Béziers,Béziers,France,,T1,2,,reep_t3c02a2de:AS Béziers:France:Q3000537 | reep_tb905c6aa:AS Béziers:France:Q2619514
3098,US Le Mans,Le Mans,Le Mans,France,,T2a,2,reep_t306ce8b6,reep_t306ce8b6:Le Mans F.C.:France:Q210864 | reep_t55dfa80d:Le Mans Football Club:France:Q3224242
3122,AS Muret,,,France,,T1,2,reep_t925dbf18,reep_t925dbf18:AS Muret:France:Q2843254 | reep_t97b768b4:AS Muret:France:Q100987889
3160,FC Levallois,,,France,,T2a,2,,reep_t3ad7b383:F.C. de Levallois:France:Q23936652 | reep_ta584b4f1:Levallois SC:France:Q1129531
3164,FC Roubaix,,,France,,T2a,4,,reep_t33f0d707:S.C. Roubaix:France:Q118143098 | reep_td39c827e:U.S. Roubaix:France:Q118122430 | reep_ted34bfcd:RC Roubaix:France:Q1271664 | reep_tf0f009e0:RC Roubaix:France:Q119519725
3257,US Tours,,,France,,T2a,2,reep_tf72c0214,reep_t15bccfda:Tours F.C.:France:Q3535517 | reep_tf72c0214:Tours FC.:France:Q822021
3326,Werder Bremen,Bremen,Bremen,Germany,1,T1,2,,reep_t32c9496c:SV Werder Bremen:Germany:Q2560150 | reep_te5e7897a:SV Werder Bremen:Germany:Q51976
3329,Borussia Mönchengladbach,Mönchengladbach,Rhine-Ruhr,Germany,1,T1,2,,reep_t3cb8c10b:Borussia Mönchengladbach:Germany:Q101959 | reep_t80b21d96:Borussia Mönchengladbach:Germany:Q19962426
3335,SC Freiburg,Freiburg,Freiburg,Germany,1,T1,2,reep_t70979bf6,reep_t70979bf6:SC Freiburg:Germany:Q106394 | reep_te6f40ca2:SC Freiburg:Germany:Q820739
3338,TSG Hoffenheim,Sinsheim,Rhine-Neckar,Germany,1,T1,2,,reep_t1fc5f1d7:TSG 1899 Hoffenheim:Germany:Q22707 | reep_tbd7efb75:TSG 1899 Hoffenheim:Germany:Q15849946
3350,VfL Wolfsburg,Wolfsburg,Hannover-Brunswick,Germany,2,T1,2,reep_te786da6b,reep_t4a96f18a:VfL Wolfsburg:Germany:Q285131 | reep_te786da6b:VfL Wolfsburg:Germany:Q101859
3405,SG Wattenscheid,Wattenscheid,Rhine-Ruhr,Germany,,T1,2,,reep_t2e1ca881:SG Wattenscheid 09:Germany:Q15488223 | reep_t4ac8d949:SG Wattenscheid 09:Germany:Q524378
3425,Tasmania 1900 Berlin,Berlin,Berlin,Germany,,T2a,2,reep_tbaa0710c,reep_t8dcc2fc0:SC Tasmania 1900 Berlin:Germany:Q819332 | reep_tbaa0710c:SV Tasmania Berlin:Germany:Q1565781
3428,VfB Leipzig,Leipzig,Saxon Triangle,Germany,,T2a,3,,reep_t4af53e5c:SC Leipzig:Germany:Q471308 | reep_t71c35535:SV Leipzig 1910:Germany:Q2422259 | reep_t7b466f8b:SpVgg 1899 Leipzig:Germany:Q327846
3438,FC 1896 Pforzheim,Stuttgart,Stuttgart,Germany,,T2a,2,,reep_t9bb81ae2:1. FC Pforzheim:Germany:Q162364 | reep_ta6f6ba65:VfB Pforzheim:Germany:Q2832508
3441,FC Pforzheim,Stuttgart,Stuttgart,Germany,,T2a,2,,reep_t9bb81ae2:1. FC Pforzheim:Germany:Q162364 | reep_ta6f6ba65:VfB Pforzheim:Germany:Q2832508
3530,FSV Frankfurt,Frankfurt,Frankfurt,Germany,,T1,2,reep_tb1f916be,reep_t35305f4a:FSV Frankfurt:Germany:Q157352 | reep_tb1f916be:FSV Frankfurt:Germany:Q125903747
3538,BV Cloppenburg,Cloppenburg,Cloppenburg,Germany,,T1,2,,reep_tae498f6f:BV Cloppenburg:Germany:Q537325 | reep_tf06b43a9:BV Cloppenburg:Germany:Q797165
3570,FC Mönchengladbach,Rhine-Ruhr,Rhine-Ruhr,Germany,,T2a,2,,reep_t1242ee13:SV Mönchengladbach:Germany:Q19308314 | reep_t3e03694f:1. FC Mönchengladbach:Germany:Q162323
3586,Sportfreunde Siegen,Siegen,Siegen,Germany,,T1,2,reep_tf20e04d7,reep_t35512f2d:Sportfreunde Siegen:Germany:Q27862159 | reep_tf20e04d7:Sportfreunde Siegen:Germany:Q609926
3646,Berliner SV 1892,,,Germany,,T2a,2,,reep_t5f5300a8:Berliner Sport-Club:Germany:Q163645 | reep_t8cfee976:Berliner FV:Germany:Q4892512
3657,Duisburger SV,,,Germany,,T2a,2,,reep_t988882ac:Duisburger TSV 1899:Germany:Q13574573 | reep_tee63fa7e:Duisburger SV 1900:Germany:Q1905866
3682,Heider SV 1925,,,Germany,,T2a,2,,reep_t25c5e8a9:Heider SV:Germany:Q566161 | reep_tb8511fe0:Heider FC:Germany:Q5698784
3703,Lüneburger SK,,,Germany,,T1,2,,reep_t80279232:Lüneburger SK Hansa:Germany:Q325291 | reep_tc5ad71a6:Lüneburger SK:Germany:Q317934
3757,SpVgg Leipzig,,,Germany,,T2a,3,,reep_t4af53e5c:SC Leipzig:Germany:Q471308 | reep_t71c35535:SV Leipzig 1910:Germany:Q2422259 | reep_t7b466f8b:SpVgg 1899 Leipzig:Germany:Q327846
3867,Asteras Tripolis,Tripoli (GRE),Tripoli (GRE),Greece,1,T2a,2,,reep_t5b9301a1:Asteras Tripoli F.C.:Greece:Q757320 | reep_t86260da3:Asteras Tripolis F.C.:Greece:Q127798611
3905,Kerkyra FC,Corfu,Corfu,Greece,,T1,2,reep_t41ec50f4,reep_t001bdb04:A.O.K. Kerkyra:Greece:Q296046 | reep_t41ec50f4:A.O. Kerkyra:Greece:Q21200167
4004,Ferencvárosi TC,Budapest,Budapest,Hungary,1,T1,2,reep_t66a76029,reep_t66a76029:Ferencvárosi TC:Hungary:Q208396 | reep_taa022e11:Ferencvárosi TC:Hungary:Q1000478
4017,Diosgyori VTK,Miskolc,Miskolc,Hungary,,T1,2,reep_tb018eff7,reep_t66743469:Diósgyőri VTK:Hungary:Q97342786 | reep_tb018eff7:Diósgyőri VTK:Hungary:Q767400
4030,Dunaújváros FC,Dunaujvaros,Dunaujvaros,Hungary,,T1,2,reep_t8610a6a3,reep_t8610a6a3:Dunaújváros FC:Hungary:Q911524 | reep_t8edbd8c3:Dunaújváros FC:Hungary:Q1242109
4045,Soroksár FC,Budapest,Budapest,Hungary,,T1,2,,reep_t6d7dd6af:Soroksár FC:Hungary:Q16472876 | reep_tf2b0d58c:Soroksár FC:Hungary:Q20824128
4078,	Újpesti Törekvés SE,Budapest,Budapest,Hungary,,T1,2,reep_td2c082a2,reep_t38814ae8:Újpesti Törekvés SE:Hungary:Q20740273 | reep_td2c082a2:Újpest FC:Hungary:Q244595
4101,Tiszakécske FC,,,Hungary,,T1,2,,reep_t1880b6e6:Tiszakécske FC:Hungary:Q281076 | reep_tca3392ff:Tiszakécske FC:Hungary:Q108179657
4144,Shamrock Rovers,Dublin,Dublin,Ireland,1,T1,2,reep_t92f505bf,reep_t22db6dcb:Shamrock Rovers F.C.:Ireland:Q28453494 | reep_t92f505bf:Shamrock Rovers F.C.:Ireland:Q203976
4149,Sligo Rovers,Sligo,Sligo,Ireland,1,T2a,2,reep_tbf322bb1,reep_tbf322bb1:Sligo Rovers F.C.:Ireland:Q244874 | reep_tecbec0e2:Sligo Rovers F.C.:Ireland:Q110823661
4153,Limerick FC,Limerick City,Limerick City,Ireland,,T1,2,reep_td0920232,reep_t4a812618:Limerick F.C.:Ireland:Q1825475 | reep_td0920232:Limerick F.C.:Ireland:Q1552212
4155,Cork City FC,Cork,Cork,Ireland,,T1,2,reep_te7f2c02a,reep_t11a66a5b:Cork City F.C.:Ireland:Q23020076 | reep_te7f2c02a:Cork City F.C.:Ireland:Q932284
4171,Cork Athletic,Cork,Cork,Ireland,,T2a,2,,reep_t64c36c0e:Cork Athletic F.C.:Ireland:Q4896658 | reep_tc9d79b15:Cork F.C.:Ireland:Q5170779
4186,Cork City,Cork,Cork,Ireland,,T2a,2,reep_te7f2c02a,reep_t11a66a5b:Cork City F.C.:Ireland:Q23020076 | reep_te7f2c02a:Cork City F.C.:Ireland:Q932284
4211,Hapoel Ironi Kiryat Shmona,Kiryat Shmona,Kiryat Shmona,Israel,1,T2a,2,reep_t77234cd5,reep_t4c17f511:Hapoel Kiryat Shmona F.C.:Israel:Q5652175 | reep_t77234cd5:Ironi Kiryat Shmona F.C.:Israel:Q907321
4219,Hapoel Ra'anana,Tel-Aviv,Tel-Aviv,Israel,2,T2a,2,reep_t6244a8cb,reep_t43fa2b6f:Hapoel Ra'anana A.F.C.:Israel:Q30115917 | reep_t6244a8cb:Hapoel Ra'anana A.F.C.:Israel:Q2347701
4229,Beitar Tel Aviv,Tel-Aviv,Tel-Aviv,Israel,,T2a,2,reep_t22a2d735,reep_t22a2d735:Beitar Tel Aviv F.C.:Israel:Q2616129 | reep_t480dab9b:Beitar Tel Aviv F.C.:Israel:Q2502185
4230,Maccabi Jaffa,Tel-Aviv,Tel-Aviv,Israel,,T2a,2,reep_t69b5cc6d,reep_t69b5cc6d:Maccabi Jaffa F.C.:Israel:Q773362 | reep_t914ffe70:Maccabi Jaffa F.C.:Israel:Q115821135
4272,Hapoel Ashdod,Ashdod,Ashdod,Israel,,T2a,2,reep_ta31d04c0,reep_t260edc81:Hapoel Ashdod F.C.:Israel:Q2907598 | reep_ta31d04c0:F.C. Ashdod:Israel:Q1138191
4283,AC Milan,Milan,Milan,Italy,1,T1,3,,reep_t60d0cf02:A.C. Milan:Italy:Q3857792 | reep_t92aa6359:AC Milan:Italy:Q1543 | reep_tcd75a302:A.C. Milan:Italy:Q55602896
4295,Como,Como,Milan,Italy,1,T1,3,reep_t54d007b0,reep_t492987a8:Como 1907:Italy:Q135746671 | reep_t54d007b0:Como 1907:Italy:Q1120838 | reep_t9fe2b471:Como 1907:Italy:Q135334608
4303,Palermo,Palermo,Palermo,Italy,2,T2a,3,,reep_t19d933c6:Palermo Football Club:Italy:Q132128204 | reep_t1d9f87e7:ASD Athletic Club Palermo:Italy:Q130549905 | reep_tbaa1e053:Palermo F.C.:Italy:Q2674
4330,Reggiana,Reggio Emilia,Reggio Emilia,Italy,3,T2a,2,reep_t8fb4c574,reep_t0994173d:ASD Reggiana CF:Italy:Q3626905 | reep_t8fb4c574:A.C. Reggiana 1919:Italy:Q289707
4342,Cosenza,Cosenza,Cosenza,Italy,3,T2a,3,reep_tb14d2934,reep_t304a9392:Cosenza Calcio 1914:Italy:Q5775768 | reep_tb14d2934:Cosenza Calcio:Italy:Q1136016 | reep_tbe5e83c6:A.S. Cosenza Calcio:Italy:Q28195192
4379,Scafatese,Scafati,Salerno,Italy,3,T2a,2,,reep_tcd9061da:A.S.D. U.S. Scafatese Calcio:Italy:Q18128910 | reep_te64afc64:S.S. Scafatese Calcio 1922:Italy:Q1132621
4386,Siena,Siena,Siena,Italy,,T2a,2,reep_t7fe48d0f,reep_t7fe48d0f:Siena FC:Italy:Q2756 | reep_t812852a1:Siena CF:Italy:Q121842604
4396,Ancona,Ancona,Ancona,Italy,,T2a,2,reep_t3eba4554,reep_t378d2f16:A.C. Ancona:Italy:Q20706646 | reep_t3eba4554:SSC Ancona:Italy:Q289029
4423,Nocerina,Salerno,Salerno,Italy,,T2a,2,reep_t85f31cca,reep_t7b325bb2:Nocerina 1910:Italy:Q297680 | reep_t85f31cca:A.S.D. Nocerina 1910:Italy:Q56387165
4464,Lumezzane,Brescia,Brescia,Italy,,T2a,2,reep_t6bf4ea04,reep_t6bf4ea04:Football Club Lumezzane:Italy:Q63994855 | reep_ta62b68ad:A.C. Lumezzane:Italy:Q289339
4466,Milan FC,Milan,Milan,Italy,,T2a,3,,reep_t60d0cf02:A.C. Milan:Italy:Q3857792 | reep_t92aa6359:AC Milan:Italy:Q1543 | reep_tcd75a302:A.C. Milan:Italy:Q55602896
4468,Palazzolo,Palazzolo sull'Oglio,Brescia,Italy,,T2a,3,,reep_t61cab1f3:A.C. Palazzolo 1913:Italy:Q3305152 | reep_t9be29c65:A.S.D. Sport Club Palazzolo:Italy:Q89695067 | reep_tf35884ce:A.C. Palazzolo A.S.D.:Italy:Q59769689
4509,Siracusa,Syracuse,Syracuse,Italy,,T2a,2,,reep_t44909bb7:U.S. Siracusa:Italy:Q28195113 | reep_t786f675c:Siracusa Calcio 1924:Italy:Q4647072
4561,Atletico Roma,,,Italy,,T2a,3,,reep_t2a2a71e0:AS Roma:Italy:Q2739 | reep_tc7e7020d:Atletico Roma F.C.:Italy:Q433529 | reep_tf947fd85:Roma CF:Italy:Q3601247
4562,Audace,,,Italy,,T2a,2,,reep_t35af9d5d:Audace Football Club:Italy:Q3629464 | reep_ta35b249b:Audace 1919:Italy:Q111914165
4603,Francavilla,,,Italy,,T2a,3,reep_te5f85dd3,reep_t27efc75a:A.S.D. Francavilla Calcio:Italy:Q4647319 | reep_t50f51926:A.S.D. Francavilla:Italy:Q3626872 | reep_te5f85dd3:F.C. Francavilla:Italy:Q5423691
4703,FC Zhenis,Astana,Astana,Kazakhstan,1,T1,2,,reep_t23ac9285:FC Astana:Kazakhstan:Q779698 | reep_td4392489:FC Zhenis:Kazakhstan:Q753004
4708,FC Ulytau,Jezkazgan,Jezkazgan,Kazakhstan,1,T1,2,,reep_t79fb989e:Ulytau:Kazakhstan:Q117244714 | reep_te6d4821b:FC Ulytau:Kazakhstan:Q1046326
4717,FC Almaty,Almaty,Almaty,Kazakhstan,,T2a,2,,reep_t9079f248:FC CSKA Almaty:Kazakhstan:Q4502972 | reep_tdc151921:FC Alma-Ata:Kazakhstan:Q24360
4737,FC Astana-1964,Astana,Astana,Kazakhstan,,T1,2,,reep_t23ac9285:FC Astana:Kazakhstan:Q779698 | reep_td4392489:FC Zhenis:Kazakhstan:Q753004
4770,FK Jelgava,Jelgava,Jelgava,Latvia,1,T1,2,reep_t82ae27ec,reep_t82ae27ec:FK Jelgava:Latvia:Q284214 | reep_t8428b2c0:FS Jelgava:Latvia:Q108457654
4774,Riga FC,Riga,Riga,Latvia,1,T1,2,reep_t2c7469ff,reep_t2c7469ff:Riga FC:Latvia:Q19963391 | reep_t7b33a96f:Riga FC:Latvia:Q136806482
4789,FC Daugava,Daugavpils,Daugavpils,Latvia,,T1,2,reep_t2c4ed537,reep_t2c4ed537:FC Daugava:Latvia:Q337049 | reep_t4e56641e:FC Daugava:Latvia:Q31199966
4822,FC Universitate Riga,Riga,Riga,Latvia,,T1,2,reep_t2c7469ff,reep_t2c7469ff:Riga FC:Latvia:Q19963391 | reep_t7b33a96f:Riga FC:Latvia:Q136806482
4846,FBK Kaunas,Kaunas,Kaunas,Lithuania,,T1,2,reep_t0bd401d7,reep_t0bd401d7:FBK Kaunas:Lithuania:Q331650 | reep_t3c2de670:FBK Kaunas:Lithuania:Q27557140
4872,FK Klaipeda,Klaipėda,Klaipėda,Lithuania,,T2a,2,reep_tadd710e3,reep_t439cde53:VfB Klaipėda:Lithuania:Q12676996 | reep_tadd710e3:FC Klaipėda:Lithuania:Q1388927
4898,Progres Niedercorn,Luxembourg City,Luxembourg City,Luxembourg,1,T2a,2,reep_ta6efcec4,reep_t57f43381:FC Progrès Niedercorn:Luxembourg:Q3063137 | reep_ta6efcec4:FC Progrès Niederkorn:Luxembourg:Q933046
4900,F91 Dudelange,Luxembourg City,Luxembourg City,Luxembourg,1,T1,2,reep_tbcc798ec,reep_tbcc798ec:F91 Dudelange:Luxembourg:Q221752 | reep_td6109798:F91 Dudelange:Luxembourg:Q3062995
4921,CS Pétange,Luxembourg City,Luxembourg City,Luxembourg,,T1,2,,reep_t31237dd4:Union Titus Pétange:Luxembourg:Q20054860 | reep_t4149e545:CS Pétange:Luxembourg:Q1024476
4972,Birkirkara FC,Valletta-Malta Island,Valletta-Malta Island,Malta,1,T1,2,reep_tce540abb,reep_tce540abb:Birkirkara F.C.:Malta:Q803976 | reep_tfb4866dd:Birkirkara F.C.:Malta:Q16532700
5123,Sparta Rotterdam,Rotterdam,Rotterdam-The Hague,Netherlands,1,T1,2,reep_t04203262,reep_t04203262:Sparta Rotterdam:Netherlands:Q209895 | reep_tdfcef35d:Sparta Rotterdam:Netherlands:Q78584106
5124,FC Twente,Enschede,Enschede,Netherlands,1,T1,2,,reep_t58ae548b:FC Twente:Netherlands:Q19603 | reep_taf6a5572:FC Twente:Netherlands:Q1387774
5127,Willem II Tilburg,Tilburg,Tilburg,Netherlands,1,T1,2,reep_t62311e4c,reep_t62311e4c:Willem II:Netherlands:Q332664 | reep_tb47ff7a5:Willem II Tilburg:Netherlands:Q6167529
5137,NAC Breda,Breda,Breda,Netherlands,2,T1,2,reep_t9a740468,reep_t9a740468:NAC Breda:Netherlands:Q332642 | reep_tf8e6c3eb:NAC Breda:Netherlands:Q125535825
5160,AFC Amsterdam,Amsterdam,Amsterdam,Netherlands,3,T2a,3,,reep_t8c0c749a:FC Amsterdam:Netherlands:Q386241 | reep_t8cb2c85d:FC Amsterdam:Netherlands:Q13632317 | reep_tcd59296b:AC Amsterdam:Netherlands:Q27349570
5178,FC Amsterdam,Amsterdam,Amsterdam,Netherlands,,T1,2,,reep_t8c0c749a:FC Amsterdam:Netherlands:Q386241 | reep_t8cb2c85d:FC Amsterdam:Netherlands:Q13632317
5199,Achilles '29,Arnhem-Nijmegen,Arnhem-Nijmegen,Netherlands,,T1,2,,reep_tacc1f0a4:Achilles '29:Netherlands:Q24682589 | reep_tc154b13a:Achilles'29:Netherlands:Q2426022
5215,BV Veendam,Veendam,Veendam,Netherlands,,T2a,2,reep_tf22d87c1,reep_t783b6ee9:VV Veendam 1894:Netherlands:Q2290336 | reep_tf22d87c1:SC Veendam:Netherlands:Q648382
5218,Veendam,Veendam,Veendam,Netherlands,,T2a,2,reep_tf22d87c1,reep_t783b6ee9:VV Veendam 1894:Netherlands:Q2290336 | reep_tf22d87c1:SC Veendam:Netherlands:Q648382
5277,Capelle,Rotterdam-The Hague,Rotterdam-The Hague,Netherlands,,T2a,2,,reep_t0f7c9c90:VV Capelle:Netherlands:Q1769491 | reep_t9343ba87:SV Capelle:Netherlands:Q1967444
5416,FK Bashkimi,Kumanovo,Kumanovo,North Macedonia,1,T1,2,,reep_t8dcb0059:FK Bashkimi:North Macedonia:Q809982 | reep_tb7e7eb41:FK Bashkimi:North Macedonia:Q16826776
5434,FK Osogovo,Kočani,Kočani,North Macedonia,,T1,2,,reep_tbd403c5c:FK Osogovo:North Macedonia:Q3400306 | reep_te553aa3c:FK Osogovo:North Macedonia:Q12911250
5441,FK Gostivar,Gostivar,Gostivar,North Macedonia,,T1,2,reep_tbe2777fd,reep_t628ec1a4:FK Gostivar:North Macedonia:Q14405811 | reep_tbe2777fd:FK Gostivar:North Macedonia:Q5426146
5446,FK Bregalnica Delčevo,Delčevo,Delčevo,North Macedonia,,T1,2,,reep_t91db6482:FK Bregalnica Delčevo:North Macedonia:Q3400356 | reep_tf489c9d8:FK Bregalnica Delčevo:North Macedonia:Q85760248
5465,Crusaders FC,Belfast,Belfast,Northern Ireland,1,T1,2,reep_t0101cec0,reep_t0101cec0:Crusaders F.C.:United Kingdom:Q840567 | reep_t159dd063:Crusaders F.C.:United Kingdom:Q2493963
5474,Newry City FC,Newry,Newry,Northern Ireland,,T1,2,reep_tb8a46b14,reep_t61eb95bb:Newry City F.C.:United Kingdom:Q589344 | reep_tb8a46b14:Newry City A.F.C.:United Kingdom:Q9213755
5478,Queen's Island FC,Belfast,Belfast,Northern Ireland,,T1,2,,reep_t1c420777:Queen's Island F.C.:United Kingdom:Q16931285 | reep_t52f524aa:Queen's Island F.C.:United Kingdom:Q2110442
5490,Clarence FC,,,Northern Ireland,,T1,2,,reep_t44c3a478:Clarence F.C.:United Kingdom:Q112030086 | reep_t73338f18:Clarence F.C.:United Kingdom:Q16827015
5502,Queen's Island (1881),Belfast,Belfast,Northern Ireland,,T2a,2,,reep_t1c420777:Queen's Island F.C.:United Kingdom:Q16931285 | reep_t52f524aa:Queen's Island F.C.:United Kingdom:Q2110442
5554,Hønefoss BK,Hønefoss,Hønefoss,Norway,,T1,2,reep_t4e237fb3,reep_t4e237fb3:Hønefoss BK:Norway:Q304060 | reep_t70f0093f:Hønefoss BK:Norway:Q133620802
5568,FK Donn,,,Norway,,T1,2,,reep_t2fae7772:FK Donn:Norway:Q2758296 | reep_t4612be87:FK Donn:Norway:Q120483322
5599,Śląsk Wrocław,Wrocław,Wrocław,Poland,1,T1,2,reep_tfbbdd2b6,reep_t092e19d9:Śląsk Wrocław:Poland:Q28676808 | reep_tfbbdd2b6:Śląsk Wrocław:Poland:Q328655
5616,Stal Mielec,Mielec,Mielec,Poland,2,T1,2,reep_tf969208f,reep_t97cee709:Stal Mielec:Poland:Q48844951 | reep_tf969208f:Stal Mielec:Poland:Q1388790
5641,Olimpia Poznań,Poznan,Poznan,Poland,,T1,2,,reep_ta566f2be:Olimpia Poznań:Poland:Q2019858 | reep_tfe7862e2:Olimpia Poznań:Poland:Q16584067
5642,Górnik Łęczna,Łęczna,Łęczna,Poland,,T1,2,reep_t06153053,reep_t06153053:Górnik Łęczna:Poland:Q1198779 | reep_t42798474:Górnik Łęczna:Poland:Q11703110
5685,Czuwaj Przemyśl,,,Poland,,T1,2,,reep_t4ce32910:Czuwaj Przemyśl:Poland:Q65170047 | reep_tef082edd:Czuwaj Przemyśl:Poland:Q11692356
5755,Chemik Bydgoszcz,,,Poland,,T1,2,,reep_t925d996b:Chemik Bydgoszcz:Poland:Q30910165 | reep_td8303fbc:Chemik Bydgoszcz:Poland:Q1069272
5837,Rio Ave FC,Porto,Porto,Portugal,1,T1,2,reep_te1a9d095,reep_t6794113c:Rio Ave F.C.:Portugal:Q28225982 | reep_te1a9d095:Rio Ave F.C.:Portugal:Q622432
5840,CF Estrela Amadora,Amadora,Lisbon,Portugal,1,T2a,3,,reep_t26e48e6c:Clube de Futebol Estrela da Amadora:Portugal:Q108457563 | reep_t5d3229dd:C.F. Estrela da Amadora:Portugal:Q838134 | reep_t75e1d0ee:C.D. Estrela:Portugal:Q48868163
5851,Portimonense SC,Portimão,Faro,Portugal,2,T1,2,reep_t6640e2d9,reep_t6640e2d9:Portimonense S.C.:Portugal:Q621120 | reep_tb5aecd40:Portimonense S.C.:Portugal:Q85794073
5950,Länk FC Vilaverdense,Minho,Minho,Portugal,,T2a,2,reep_t666e112f,reep_t666e112f:Vilaverdense FC:Portugal:Q7930110 | reep_t933bb53c:Vilaverdense FC:Portugal:Q28225985
5976,SR Almancilense,Faro,Faro,Portugal,,T1,2,,reep_t01aabbe7:S.R. Almancilense:Portugal:Q10372793 | reep_t28c13f0f:S.R. Almancilense:Portugal:Q48843669
6003,UD Vilafranquense,Lisbon,Lisbon,Portugal,,T1,2,,reep_td04427d8:UD Vilafranquense:Portugal:Q3551877 | reep_tf0cc8370:AVS Futebol SAD:Portugal:Q120775987
6005,AD Machico,Funchal,Funchal,Portugal,,T1,2,,reep_t68422755:A.D. Machico:Portugal:Q2868243 | reep_t9fadd90b:A.D. Machico:Portugal:Q4647108
6011,Eléctrico FC,Ponte de Sor,Ponte de Sor,Portugal,,T1,2,,reep_t587e5e70:Eléctrico F.C.:Portugal:Q56281148 | reep_te1726343:Eléctrico F.C.:Portugal:Q5368649
6052,GD Sesimbra,Lisbon,Lisbon,Portugal,,T1,2,reep_tfaa19639,reep_tecdc47d4:G.D. Sesimbra:Portugal:Q2474559 | reep_tfaa19639:G.D. Sesimbra:Portugal:Q137604485
6063,SC Penalva do Castelo,Penalva do Castelo,Penalva do Castelo,Portugal,,T1,2,,reep_t0507f025:S.C. Penalva do Castelo:Portugal:Q108541735 | reep_t25fd0dc2:SC Penalva do Castelo:Portugal:Q10373876
6104,UT Arad,Arad,Arad,Romania,1,T2a,2,reep_t66ebf2ed,reep_t3fef048b:FC UTA Arad:Romania:Q18540128 | reep_t66ebf2ed:FC UTA Arad:Romania:Q680770
6111,AS Miercurea Ciuc,Miercurea Ciuc,Miercurea Ciuc,Romania,1,T1,2,,reep_t9a170a4a:FK Csíkszereda:Romania:Q125804228 | reep_tf6a5015f:FK Csíkszereda:Romania:Q23051672
6113,Gloria Bistriţa,Bistriţa,Bistriţa,Romania,2,T1,2,,reep_t7da22366:Gloria Bistrița:Romania:Q56677281 | reep_tc51a5e81:Gloria Bistrița:Romania:Q377621
6114,FC Bihor Oradea,Oradea,Oradea,Romania,2,T1,2,reep_t868bc5f3,reep_t868bc5f3:FC Bihor Oradea:Romania:Q1386940 | reep_ta46c1f4c:FC Bihor Oradea:Romania:Q113541238
6118,CS Concordia Chiajna,Bucharest,Bucharest,Romania,2,T1,2,,reep_t7416b937:Concordia Chiajna:Romania:Q3686307 | reep_te4a398fa:CS Concordia Chiajna:Romania:Q1024463
6157,Ripensia Timişoara,Timişoara,Timişoara,Romania,,T2a,2,,reep_t1fc7a254:FC Ripensia Timișoara:Romania:Q5425128 | reep_te2533ced:FC Ripensia Timișoara:Romania:Q186448
6164,FC Baia Mare,Baia Mare,Baia Mare,Romania,,T1,2,reep_t9b768cc4,reep_t76aefd1b:FC Baia Mare:Romania:Q994685 | reep_t9b768cc4:Minaur Baia Mare:Romania:Q135627364
6305,FC Ripensia Timișoara,Timişoara,Timişoara,Romania,,T1,2,,reep_t1fc7a254:FC Ripensia Timișoara:Romania:Q5425128 | reep_te2533ced:FC Ripensia Timișoara:Romania:Q186448
6308,Săgeata Stejaru,Stejaru,Stejaru,Romania,,T2a,2,reep_t02ad3b8f,reep_t02ad3b8f:AFC Săgeata Năvodari:Romania:Q291918 | reep_tdb088892:AS Săgeata Stejaru:Romania:Q4654487
6317,FC Olt Slatina,Slatina,Slatina,Romania,,T1,2,,reep_t60ceee38:FC Olt Slatina:Romania:Q8254135 | reep_td8d81cde:FC Olt Slatina:Romania:Q5425085
6330,Stiinta Bacau,,,Romania,,T2a,2,,reep_t2812a61f:CS Știința Bacău:Romania:Q65049627 | reep_tf10b7cd5:FC Știința Bacău:Romania:Q2994638
6332,FC Spartak Moscow,Moscow,Moscow,Russia,1,T1,2,,reep_t094158b1:Spartak Moscow:Russia:Q4430711 | reep_tafa07b0e:Spartak Moscow:Russia:Q29112
