sheet_row,team,city,metro_area,country,level
5496,St Columb's Court FC,Belfast,Belfast,Northern Ireland,
5497,Tritonville FC,,,Northern Ireland,
5498,YMCA FC Belfast,Belfast,Belfast,Northern Ireland,
5499,Freebooters FC,,,Northern Ireland,
5500,Gordon Highlanders,Belfast,Belfast,Northern Ireland,
5503,Sherwood Foresters,Belfast,Belfast,Northern Ireland,
5522,KFUM Oslo,Oslo,Oslo,Norway,1
5525,FC Lyn Oslo,Oslo,Oslo,Norway,
5527,Stabaek IF,Oslo,Oslo,Norway,
5528,Mjøndalen IF,Oslo,Oslo,Norway,
5533,Kongsvinger IL,Kongsvinger,Kongsvinger,Norway,
5534,Sogndal IL,Sogndal,Sogndal,Norway,
5535,Strømmen IF,Oslo,Oslo,Norway,
5538,Larvik Turn,Larvik,Larvik,Norway,
5543,IL Hødd,Ulsteinvik,Ulsteinvik,Norway,
5545,Raufoss IL,,,Norway,
5546,SK Freidig,Trondheim,Trondheim,Norway,
5547,Årstad IL,,,Norway,
5548,Fram Larvik,Larvik,Larvik,Norway,
5560,Kapp IL,,,Norway,
5561,Kvik Trondheim,Trondheim,Trondheim,Norway,
5562,Pors Grenland,,,Norway,
5566,Stavanger IF,Stavanger,Stavanger,Norway,
5567,Strindheim,,,Norway,
5572,Geithus IL,,,Norway,
5573,Hamar IL,,,Norway,
5575,Nordnes IL,,,Norway,
5576,Nydalens SK,,,Norway,
5577,Os TF,,,Norway,
5578,Sandaker,,,Norway,
5580,SK Hardy,,,Norway,
5582,SK Vard,Haugesund,Haugesund,Norway,
5585,Drammens BK,,,Norway,
5589,Nordstrand IF,Nordstrand,Nordstrand,Norway,
5590,SBK Drafn,,,Norway,
5591,Solberg SK,,,Norway,
5600,Widzew Łódź,Łódź,Łódź,Poland,1
5601,Zaglebie Lubin,Lubin,Lubin,Poland,1
5625,Unia Skierniewice,Skierniewice,Skierniewice,Poland,2
5629,Zaglebie Sosnowiec,Upper Silesian,Upper Silesian,Poland,
5632,Pogoń Lwów,Lviv,Lviv,Poland,
5635,Odra Wodzislaw,Upper Silesian,Upper Silesian,Poland,
5636,KS Warszawianka,Warsaw,Warsaw,Poland,
5644,KS ROW 1964 Rybnik,Upper Silesian,Upper Silesian,Poland,
5647,Hutnik Krakow,Krakow,Krakow,Poland,
5648,Czarni Lwów,Lviv,Lviv,Poland,
5650,Zaglebie Walbrzych,Wałbrzych,Wałbrzych,Poland,
5655,TKS Toruń,,,Poland,
5665,Hasmonea Lwów,Lviv,Lviv,Poland,
5666,Unia Racibórz,Upper Silesian,Upper Silesian,Poland,
5668,KSZO Ostrowiec,,,Poland,
5669,Miliarder Pniewy,,,Poland,
5672,Pomorzanin Toruń,Toruń,Bydgoszcz–Toruń,Poland,
5675,Kolejarz Łódź,Łódź,Łódź,Poland,
5678,Gornik Polkowice,Polkowice,Polkowice,Poland,
5686,Gedania Gdańsk,,,Poland,
5687,Glinik Gorlice,,,Poland,
5688,Gwardia Katowice,,,Poland,
5689,Iskra Siemianowice,,,Poland,
5691,KKS Olsztyn,,,Poland,
5692,Lechia Lwów,,,Poland,
5694,Motor Białystok,,,Poland,
5697,Rymer Niedobczyce,,,Poland,
5700,Górnik Konin,Konin,Konin,Poland,
5704,Unia Tarnów,Tarnów,Tarnów,Poland,
5706,Ceramika Opoczno,Opoczno,Opoczno,Poland,
5707,Start Łódź,Łódź,Łódź,Poland,
5708,Włókniarz Pabianice,Łódź,Łódź,Poland,
5709,Moto Jelcz Oława,Wrocław,Wrocław,Poland,
5712,GKS Bogdanka,Łęczna,Łęczna,Poland,
5714,Wisla Pulawy,Puławy,Puławy,Poland,
5715,Stilon Gorzów Wielkopolski,Gorzów Wielkopolski,Gorzów Wielkopolski,Poland,
5716,Sparta Lwów,Lviv,Lviv,Poland,
5719,Hutnik Warszawa,Warsaw,Warsaw,Poland,
5720,RKS Ursus,Warsaw,Warsaw,Poland,
5723,CWKS Resovia,Rzeszów,Rzeszów,Poland,
5727,Stoczniowiec Gdańsk,Gdansk,Gdansk,Poland,
5728,AKS Niwka,Upper Silesian,Upper Silesian,Poland,
5729,Baildon Katowice,Upper Silesian,Upper Silesian,Poland,
5732,Energetyk ROW,Upper Silesian,Upper Silesian,Poland,
5735,Ruch Chorzów II,Upper Silesian,Upper Silesian,Poland,
5736,Urania Ruda Śląska,Upper Silesian,Upper Silesian,Poland,
5737,KS Myszków,Myszków,Myszków,Poland,
5738,Naprzód Rydułtowy,Rydułtowy,Upper Silesian,Poland,
5741,Star Starachowice,Starachowice,Starachowice,Poland,
5744,Gwardia Koszalin,Koszalin,Koszalin,Poland,
5745,Odra Szczecin,Szczecin,Szczecin,Poland,
5746,Chemik Police,Police,Szczecin,Poland,
5748,Błękitni Stargard Szczeciński,,,Poland,
5749,Boruta Zgierz,,,Poland,
5751,Bug Wyszków,,,Poland,
5752,Bzura Chodaków,,,Poland,
5753,Calisia Kalisz,,,Poland,
5756,Chemik Kędzierzyn-Koźle,,,Poland,
5760,Dozamet Nowa Sól,,,Poland,
5761,Drwęca Nowe Miasto Lubawskie,,,Poland,
5763,FC Piaseczno,,,Poland,
5765,Goplania Inowrocław,,,Poland,
5766,Górnik Bytom,,,Poland,
5767,Górnik Pszów,,,Poland,
5768,Górnik Thorez,,,Poland,
5769,Górnik Wojkowice,,,Poland,
5770,Grunwald Ruda Śląska,,,Poland,
5773,Gwardia Szczytno,,,Poland,
5777,Karkonosze Jelenia Góra,,,Poland,
5779,KP Polkowice,,,Poland,
5780,Kryształ Stronie Śląskie,,,Poland,
5781,KS Chełmek,,,Poland,
5784,Lechia Tomaszów Mazowiecki,,,Poland,
5786,LKS Lomza,,,Poland,
5789,Łużyce Lubań,,,Poland,
5790,Małapanew Ozimek,,,Poland,
5793,MGKS Mikulczyce-Rokitnica,,,Poland,
5796,Pafawag Wrocław,,,Poland,
5797,Pelikan Lowicz,,,Poland,
5800,PKS Odra Wrocław,,,Poland,
5803,Polonez Warszawa,,,Poland,
5804,Polonia Leszno,,,Poland,
5806,Pomezania Malbork,,,Poland,
5807,PTC Pabianice,,,Poland,
5814,TP Ostrovia 1909,,,Poland,
5817,Urania Kochłowice,,,Poland,
5818,Varta Namysłów,,,Poland,
5819,Victoria Częstochowa,,,Poland,
5821,Walter Rzeszów,,,Poland,
5822,Warmia Olsztyn,,,Poland,
5823,Wawel Wirek,,,Poland,
5824,WKP Włocławek,,,Poland,
5825,Włókniarz Białystok,,,Poland,
5826,Włókniarz Kietrz,,,Poland,
5827,Włókniarz Łódź,,,Poland,
5828,Zagłębie Dąbrowa Górnicza,,,Poland,
5829,Zastal Zielona Góra,,,Poland,
5833,VSC Vitória Guimarães,Guimarães,Minho,Portugal,1
5871,Lusitano Evora,Évora,Évora,Portugal,3
5876,VSC Vitória Guimarães B,Guimarães,Minho,Portugal,3
5883,USC Paredes,Paredes,Porto,Portugal,3
5891,GD CUF,Lisbon,Lisbon,Portugal,
5899,União de Tomar,Tomar,Tomar,Portugal,
5903,Académico do Porto,Porto,Porto,Portugal,
5907,CAF Viseu,Liegeu,Liegeu,Portugal,
5908,Lusitano VRSA,Faro,Faro,Portugal,
5910,Unidos de Lisboa,Lisbon,Lisbon,Portugal,
5912,SL Elvas,Elvas,Elvas,Portugal,
5918,União de Lisboa,Lisbon,Lisbon,Portugal,
5926,GD Mealhada,Mealhada,Mealhada,Portugal,
5947,GD Prado,Minho,Minho,Portugal,
5957,Sporting Bragança,Bragança,Bragança,Portugal,
5959,GD Covilhanense,Covilhã,Covilhã,Portugal,
5967,Juventude Evora,Évora,Évora,Portugal,
5969,Boa Esperança Portimonense,Faro,Faro,Portugal,
5972,GD Torralta,Faro,Faro,Portugal,
5974,Moncarapachense,Faro,Faro,Portugal,
5979,Souropires,Guarda,Guarda,Portugal,
5982,GD Nazarenos,Nazare,Nazare,Portugal,
5984,Ginásio de Alcobaça,Alcobaça,Alcobaça,Portugal,
5987,Alhandra SC,Lisbon,Lisbon,Portugal,
5989,CD Arroios,Lisbon,Lisbon,Portugal,
5990,CD Olivais e Moscavide,Lisbon,Lisbon,Portugal,
5992,Leões Santarém,Lisbon,Lisbon,Portugal,
5994,Oeiras,Lisbon,Lisbon,Portugal,
5995,Oriental Dragon,Almada,Almada,Portugal,
5998,SC Lourinhanense,Lisbon,Lisbon,Portugal,
5999,SG Sacavenense,Lisbon,Lisbon,Portugal,
6000,SL Olivais,Lisbon,Lisbon,Portugal,
6007,Câmara de Lobos,Câmara de Lobos,Câmara de Lobos,Portugal,
6008,CD Santo António,Funchal,Funchal,Portugal,
6012,Estrela Portalegre,Portalegre,Portalegre,Portugal,
6015,AD Valecambrense,Porto,Porto,Portugal,
6028,Ribeirão,Porto,Porto,Portugal,
6033,Valadares Gaia,Porto,Porto,Portugal,
6039,Ferroviários,Entroncamento,Entroncamento,Portugal,
6040,GD Coruchense,Coruche,Coruche,Portugal,
6041,GD Monsanto,Monsanto,Monsanto,Portugal,
6043,União Tomar,Tomar,Tomar,Portugal,
6045,Alcochetense,Alcochete,Alcochete,Portugal,
6048,Costa da Caparica,Lisbon,Lisbon,Portugal,
6051,GD Pescadores,Almada,Almada,Portugal,
6053,Ginásio do Sul,Lisbon,Lisbon,Portugal,
6067,Lusitano Vildemoinhos,,,Portugal,
6070,Onze Unidos FC,,,Portugal,
6071,Operário Lisboa,,,Portugal,
6072,Os Gouveenses,,,Portugal,
6075,São Domingos Mértola,,,Portugal,
6077,SC Aljustrelense,,,Portugal,
6082,SF Palmense,,,Portugal,
6083,SL Cartaxo,,,Portugal,
6084,SL Faro,,,Portugal,
6085,Sporting Fafe,,,Portugal,
6086,Tramagal SU,,,Portugal,
6087,U Almeirim,,,Portugal,
6089,UD Rossiense,,,Portugal,
6090,UD Valonguense,,,Portugal,
6091,União de Santiago,,,Portugal,
6092,União Guarda,,,Portugal,
6093,União Mirense,,,Portugal,
6097,Dinamo Bucureşti,Bucharest,Bucharest,Romania,1
6117,Olimpia Satu Mare,Satu Mare,Satu Mare,Romania,2
6121,FC Metaloglobus București,Bucharest,Bucharest,Romania,2
6123,CS Dinamo București,Bucharest,Bucharest,Romania,2
6124,CSA Steaua București,Bucharest,Bucharest,Romania,2
6127,CS Stefanesti,Ștefăneștii de Jos,Bucharest,Romania,2
6129,CSM Slatina,Slatina,Slatina,Romania,2
6130,1599 Șelimbăr,Sibiu,Sibiu,Romania,2
6131,Cetate Suceava,Suceava,Suceava,Romania,2
6138,Sportul Studenţesc,Bucharest,Bucharest,Romania,
6141,CA Oradea,Oradea,Oradea,Romania,
6142,Dinamo Cluj,Cluj-Napoca,Cluj-Napoca,Romania,
6143,Ceahlăul Piatra Neamţ,Piatra Neamţ,Piatra Neamţ,Romania,
6153,CFR Timişoara,Timişoara,Timişoara,Romania,
6184,Flacăra Moreni,Moreni,Moreni,Romania,
6188,Unirea Alba Iulia,Alba Iulia,Alba Iulia,Romania,
6190,Academica Clinceni,Bucharest,Bucharest,Romania,
6194,Maccabi Cernăuți,,,Romania,
6196,Polonia Cernăuţi,,,Romania,
6198,Ciocanul București,Bucharest,Bucharest,Romania,
6200,FCM Târgu Mureş,Târgu Mureş,Târgu Mureş,Romania,
6203,Concordia Iaşi,,,Romania,
6205,CSM Câmpia Turzii,,,Romania,
6207,FCM Dinamo Onești,,,Romania,
6208,Fulgerul Chişinău,,,Romania,
6211,Oltul Slatina,,,Romania,
6214,Corona Brasov,Braşov,Braşov,Romania,
6216,Educația Fizică București,Bucharest,Bucharest,Romania,
6219,Juventus Bucuresti,Bucharest,Bucharest,Romania,
6221,Uniunea Sportivă București,Bucharest,Bucharest,Romania,
6226,CS Municipal Studențesc Iași,Iaşi,Iaşi,Romania,
6230,Voinţa Sibiu,Sibiu,Sibiu,Romania,
6235,Avântul Reghin,,,Romania,
6240,Generala Craiova,,,Romania,
6242,Înţelegerea Oradea,,,Romania,
6243,Oltenia Craiova,,,Romania,
6244,Societatea Gimnastică Arad,,,Romania,
6245,Societatea Sportivă Sibiu,,,Romania,
6246,Victoria Iași,,,Romania,
6247,Apulum Alba Iulia,Alba Iulia,Alba Iulia,Romania,
6248,ACS Soimii Pancota,Pâncota,Pâncota,Romania,
6250,UTA Batrana Doamna,Arad,Arad,Romania,
6256,CF Brăila,Brăila,Brăila,Romania,
6258,ASC Daco-Getica,Bucharest,Bucharest,Romania,
6260,FC Naţional Bucureşti,Bucharest,Bucharest,Romania,
6262,Steaua Bucureşti II,Bucharest,Bucharest,Romania,
6264,SCM Gloria Buzau,Buzău,Buzău,Romania,
6265,Metalul Reșița,Reşiţa,Reşiţa,Romania,
6267,CFR 1907 Cluj-Napoca II,Cluj-Napoca,Cluj-Napoca,Romania,
6268,SSP Cluj,Cluj-Napoca,Cluj-Napoca,Romania,
6270,Farul Constanţa II,Constanţa,Constanţa,Romania,
6273,Electroputer Craiova,Craiova,Craiova,Romania,
6274,Gaz Metan CFR Craiova,Craiova,Craiova,Romania,
6277,Viitorul Târgu Jiu,Târgu-Jiu,Târgu-Jiu,Romania,
6278,ACS Energeticianul,Petroșani,Petroșani,Romania,
6281,ACSMU Politehnica Iaşi,Iaşi,Iaşi,Romania,
6285,CS Buftea,Bucharest,Bucharest,Romania,
6288,FC Clinceni,Bucharest,Bucharest,Romania,
6290,Fulgerul Bragadiru,Bucharest,Bucharest,Romania,
6291,FC Maramureş,Baia Mare,Baia Mare,Romania,
6292,ACSF Comuna Recea,Recea,Baia Mare,Romania,
6295,AS Alro Slatina,Slatina,Slatina,Romania,
6296,Astra Ploieşti,Ploieşti,Ploieşti,Romania,
6297,CS Tricolorul Breaza,Breaza,Breaza,Romania,
6298,FC Silvania Simleu Silvaniei,Şimleu Silvaniei,Şimleu Silvaniei,Romania,
6300,Rapid CFR Suceava,Suceava,Suceava,Romania,
6302,Turris-Oltul,Turnu Măgurele,Turnu Măgurele,Romania,
6304,FC CFR Timisoara,Timişoara,Timişoara,Romania,
6306,FCU Politehnica Timişoara II,Timişoara,Timişoara,Romania,
6309,Damila Maciuca,Măciuca,Măciuca,Romania,
6310,Academica Arges,Pitești,Pitești,Romania,
6313,Chimia Brazi,,,Romania,
6321,FCM Reșița,,,Romania,
6325,Industria Sârmei Câmpia Turzii,,,Romania,
6328,Mechel Campia Turzii,,,Romania,
6362,FC Leningradets,St. Petersburg,St. Petersburg,Russia,2
6365,Dynamo St Petersburg,St. Petersburg,St. Petersburg,Russia,
6366,SKA Rostov na Donu,Rostov-on-Don,Rostov-on-Don,Russia,
6370,Saturn Moscow Oblast,Moscow,Moscow,Russia,
6380,VVS Moscow,Moscow,Moscow,Russia,
6382,FC Tyumen,Tyumen,Tyumen,Russia,
6384,FC Uralan Elista,Elista,Elista,Russia,
6386,Stalinets Leningrad,St. Petersburg,St. Petersburg,Russia,
6387,Luch-Energia Vladivostok,Vladivostok,Vladivostok,Russia,
6393,FC Lada,Tolyatti,Tolyatti,Russia,
6395,Elektrosila Leningrad,St. Petersburg,St. Petersburg,Russia,
6399,Pischevik Moscow,Moscow,Moscow,Russia,
6400,Stalinets Moscow,Moscow,Moscow,Russia,
6401,VMS Moscow,Moscow,Moscow,Russia,
6405,Dinamo Rostov,,,Russia,
6407,Amur Blagoveščensk,Blagoveshchensk,Blagoveshchensk,Russia,
6408,FC Amur,Blagoveshchensk,Blagoveshchensk,Russia,
6410,Volgar-Gazprom Astrakhan II,Astrakhan,Astrakhan,Russia,
6413,Gastello Ufa,Ufa,Ufa,Russia,
6417,FC Buryatia Ulan-Ude,Ulan-Ude,Ulan-Ude,Russia,
6418,Selenga Ulan-Ude,Ulan-Ude,Ulan-Ude,Russia,
6420,FC Terek Grozny,Grozny,Grozny,Russia,
6423,Metallurg Magnitogorsk,Magnitogorsk,Magnitogorsk,Russia,
6424,Zenit Chelyabinsk,Chelyabinsk,Chelyabinsk,Russia,
6430,FC Metallurg Novokuznetsk,Novokuznetsk,Novokuznetsk,Russia,
6432,FC Novokuznetsk,Novokuznetsk,Novokuznetsk,Russia,
6434,FC Amur Komsomolsk-na-Amure,Komsomolsk-on-Amur,Komsomolsk-on-Amur,Russia,
6435,FC Smena Komsomolsk,Komsomolsk-on-Amur,Komsomolsk-on-Amur,Russia,
6438,FC Armavir,Armavir,Armavir,Russia,
6439,FC Gekris Novorossiysk,Novorossiysk,Novorossiysk,Russia,
6442,FC Zhemchuzhina-Amerus Enterprises Sochi,Sochi,Sochi,Russia,
6445,Spartak Anapa,Anapa,Anapa,Russia,
6446,FC Metallurg Krasnoyarsk,Krasnoyarsk,Krasnoyarsk,Russia,
6449,CDKA Moscow,Moscow,Moscow,Russia,
6450,CDSA Moscow,Moscow,Moscow,Russia,
6452,FC MVD Rossiyi Moscow,Moscow,Moscow,Russia,
6455,Metallurg Moscow,Moscow,Moscow,Russia,
6456,Profsojuz-1 Moscow,Moscow,Moscow,Russia,
6457,Profsojuz-2 Moscow,Moscow,Moscow,Russia,
6459,FC Interros Moscow,Moscow,Moscow,Russia,
6466,Interros Moskovsky,Moscow,Moscow,Russia,
6467,Spartak-Orekhovo,Orekhovo-Zuyevo,Orekhovo-Zuyevo,Russia,
6471,FC Olimpiyets Nizhny Novgorod,Nizhny Novgorod,Nizhny Novgorod,Russia,
6474,FC Torpedo-Viktoriya,Nizhny Novgorod,Nizhny Novgorod,Russia,
6475,Torpedo Arzamas,Arzamas,Arzamas,Russia,
6476,Torpedo Gorky,Nizhny Novgorod,Nizhny Novgorod,Russia,
6477,Volga Gorkiy,Nizhny Novgorod,Nizhny Novgorod,Russia,
6480,Spartak Ordzhonikidze,Vladikavkaz,Vladikavkaz,Russia,
6482,FC Gazovik Orenburg,Orenburg,Orenburg,Russia,
6485,FC Pskov-747 Pskov,Pskov,Pskov,Russia,
6486,APK Azov,Azov,Azov,Russia,
6487,Atommash Volgodonsk,Volgodonsk,Volgodonsk,Russia,
6490,Rostselmash,Rostov-on-Don,Rostov-on-Don,Russia,
6491,SKVO Rostov/Don,Rostov-on-Don,Rostov-on-Don,Russia,
6492,Torpedo Taganrog,Taganrog,Taganrog,Russia,
6495,Torpedo Ryazan,Ryazan,Ryazan,Russia,
6496,Dynamo Yakutsk,Yakutsk,Yakutsk,Russia,
6501,Krylya Sovetov Kuibyshev,Samara,Samara,Russia,
6504,Admiralteets Leningrad,St. Petersburg,St. Petersburg,Russia,
6505,Dynamo Leningrad,St. Petersburg,St. Petersburg,Russia,
6506,FC Lokomotiv St Petersburg,St. Petersburg,St. Petersburg,Russia,
6507,FC Petrotrest St. Petersburg,St. Petersburg,St. Petersburg,Russia,
6508,FC Prometey-Dynamo St. Petersburg,St. Petersburg,St. Petersburg,Russia,
6509,FC Zvezda Saint Petersburg,St. Petersburg,St. Petersburg,Russia,
6510,Smena-Saturn,St. Petersburg,St. Petersburg,Russia,
6511,Trudovyye Rezervy Leningrad,St. Petersburg,St. Petersburg,Russia,
6512,Zenit Leningrad,St. Petersburg,St. Petersburg,Russia,
6513,Zenit St. Petersburg II,St. Petersburg,St. Petersburg,Russia,
6515,FC Asmaral Kislovodsk,Kislovodsk,Kislovodsk,Russia,
6517,FC Uralmash,Yekaterinburg,Yekaterinburg,Russia,
6518,ODO Sverdlovsk,Yekaterinburg,Yekaterinburg,Russia,
6519,Rubin-TAN Kazan,Kazan,Kazan,Russia,
6520,SK Kalinin,Tver,Tver,Russia,
6521,Dynamo-Gazovik Tyumen,Tyumen,Tyumen,Russia,
6522,FC Gazovik Izhevsk,Izhevsk,Izhevsk,Russia,
6523,Gazovik-Gazprom Izhevsk,Izhevsk,Izhevsk,Russia,
6524,FC Torpedo Vladimir,Vladimir,Vladimir,Russia,
6527,Torpedo Stalingrad,Volgograd,Volgograd,Russia,
6528,Torpedo Volzhsky,Volzhsky,Volzhsky,Russia,
6529,Traktor Stalingrad,Volgograd,Volgograd,Russia,
6531,Trud Voronezh,Voronezh,Voronezh,Russia,
6533,FC Lokomotiv Chita,Chita,Chita,Russia,
6534,FC Chaika Sevastopol,,,Russia,
6535,FK Nazran,,,Russia,
6537,Mashuk-KMV,,,Russia,
6540,Sportakademklub,,,Russia,
6550,SS Folgore,San Marino,San Marino,San Marino,1
6554,SS San Giovanni,San Marino,San Marino,San Marino,1
6556,AC Juvenes/Dogana,San Marino,San Marino,San Marino,1
6561,Racing Libertas Milan,San Marino,San Marino,San Marino,
6562,SS Montevito,San Marino,San Marino,San Marino,
6613,Abercorn,Glasgow,Glasgow,Scotland,
6621,Aberdeen A,Aberdeen,Aberdeen,Scotland,
6626,Arbroath A,Arbroath,Arbroath,Scotland,
6629,Alloa Athletic A,Stirling,Stirling,Scotland,
6633,Queen of the South A,Dumfries,Dumfries,Scotland,
6635,Dundee FC A,Dundee,Dundee,Scotland,
6636,Dundee United A,Dundee,Dundee,Scotland,
6640,Kilmarnock A,Kilmarnock,Kilmarnock,Scotland,
6642,Heart of Midlothian A,Edinburgh,Edinburgh,Scotland,
6643,Hibernian A,Edinburgh,Edinburgh,Scotland,
6644,Leith Athletic A,Edinburgh,Edinburgh,Scotland,
6645,Meadowbank Thistle,Edinburgh,Edinburgh,Scotland,
6646,Falkirk A,Falkirk,Falkirk,Scotland,
6647,Cowdenbeath A,Cowdenbeath,Cowdenbeath,Scotland,
6648,Dunfermline Athletic A,Dunfermline,Dunfermline,Scotland,
6649,East Fife A,Methil,Methil,Scotland,
6651,Raith Rovers A,Kirkcaldy,Kirkcaldy,Scotland,
6652,Celtic A,Glasgow,Glasgow,Scotland,
6654,Glasgow Thistle,Glasgow,Glasgow,Scotland,
6658,Partick Thistle A,Glasgow,Glasgow,Scotland,
6659,Queen's Park Strollers,Glasgow,Glasgow,Scotland,
6660,Rangers A,Glasgow,Glasgow,Scotland,
6661,Third Lanark A,Glasgow,Glasgow,Scotland,
6663,Morton,Greenock,Greenock,Scotland,
6664,Morton A,Greenock,Greenock,Scotland,
6670,Airdrie United,Glasgow,Glasgow,Scotland,
6671,Airdrieonians A,Glasgow,Glasgow,Scotland,
6672,Albion Rovers A,Glasgow,Glasgow,Scotland,
6673,Clyde A,Glasgow,Glasgow,Scotland,
6675,Motherwell A,Glasgow,Glasgow,Scotland,
6677,St. Johnstone A,Perth,Perth,Scotland,
6679,St. Mirren A,Glasgow,Glasgow,Scotland,
6684,Ayr United A,Ayr,Ayr,Scotland,
6685,Hamilton Academicals A,Glasgow,Glasgow,Scotland,
6687,Stirling Albion A,Stirling,Stirling,Scotland,
6688,Dumbarton A,Glasgow,Glasgow,Scotland,
6708,FK IMT,New Belgrade,Belgrade,Serbia,1
6717,Jugoslavija Belgrade,Belgrade,Belgrade,Serbia,
6724,FK Metalac,Gornji Milanovac,Gornji Milanovac,Serbia,
6725,FK TSC Bačka Topola,Bačka Topola,Bačka Topola,Serbia,
6743,FK Naša Krila,,,Serbia,
6759,NAK Novi Sad,,,Serbia,
6764,ŽAK Velika Kikinda,,,Serbia,
6765,BASK Beograd,Belgrade,Belgrade,Serbia,
6766,Belgrade XI,Belgrade,Belgrade,Serbia,
6769,Novi Sad XI,Novi Sad,Novi Sad,Serbia,
6778,Sport Podbrezova,Brezno,Brezno,Slovakia,1
6789,MFK Petržalka,Bratislava,Bratislava,Slovakia,
6792,MŠK Považská Bystrica,Považská Bystrica,Považská Bystrica,Slovakia,
6793,FC Baník Prievidza,,,Slovakia,
6794,HFC Humenné,Humenne,Humenne,Slovakia,
6796,FC Vrutky,,,Slovakia,
6799,ZTK Zvolen,,,Slovakia,
6802,VAS Bratislava,Bratislava,Bratislava,Slovakia,
6803,AC Svit Batizovce,,,Slovakia,
6806,HG Šimonovany,,,Slovakia,
6808,Rimavská Sobota,,,Slovakia,
6810,TS Topolcany,,,Slovakia,
6811,ASO Bratislava,Bratislava,Bratislava,Slovakia,
6812,DSK Bratislava,Bratislava,Bratislava,Slovakia,
6815,SK Baťovany,,,Slovakia,
6816,SK Turciansky Sv. Martin,,,Slovakia,
6817,TJ Slávia Bratislava,Bratislava,Bratislava,Slovakia,
6818,FC Artmedia Bratislava,Bratislava,Bratislava,Slovakia,
6819,FC Artmedia Petržalka,Bratislava,Bratislava,Slovakia,
6820,Matador Puchov,Puchov,Puchov,Slovakia,
6831,NK Nafta 1903,Lendava,Lendava,Slovenia,1
6839,ND Triglav Kranj,Ljubljana,Ljubljana,Slovenia,
6841,NK Korotan,Prevalje,Prevalje,Slovenia,
6844,Ilirija Ljubljana,,,Slovenia,
6848,Tabor Sezana,Sežana,Sežana,Slovenia,
6855,NK Dekani,,,Slovenia,
6857,NK Svoboda Ljubljana,,,Slovenia,
6864,NK Ankaran,Koper,Koper,Slovenia,
6867,NK Livar,Ivančna Gorica,Ivančna Gorica,Slovenia,
6872,Belvedur Izola,Izola,Izola,Slovenia,
6874,NK Factor,Ljubljana,Ljubljana,Slovenia,
6875,NK Publikum,Celje,Celje,Slovenia,
6903,CE Sabadell,Barcelona,Barcelona,Spain,2
6916,Celta de Vigo B,Vigo,Vigo,Spain,2
6941,SD Ponferradina,Ponferrada,Ponferrada,Spain,3
6953,Castilla CF,Madrid,Madrid,Spain,3
6974,Betis Balompié,Seville,Seville,Spain,
6996,Málaga CF B,Málaga,Málaga,Spain,
7002,Real Córdoba,Cordova,Cordova,Spain,
7008,Villanueva de Córdoba,Cordoba,Cordoba,Spain,
7015,Real Zaragoza B,Zaragoza,Zaragoza,Spain,
7022,Real Oviedo B,Oviedo,Oviedo,Spain,
7023,Union Langreo,Langreo,Langreo,Spain,
7030,RCD Mallorca B,Palma de Mallorca,Palma de Mallorca,Spain,
7040,CD Basconia,Bilbao,Bilbao,Spain,
7046,Donostia,San Sebastián,San Sebastián,Spain,
7047,Donostia FC,San Sebastián,San Sebastián,Spain,
7061,Pájara Playas,Las Palmas,Las Palmas,Spain,
7071,Racing Santander B,Santander,Santander,Spain,
7074,Arandina CF,Aranda de Duero,Aranda de Duero,Spain,
7076,CD Guijuelo,Salamanca,Salamanca,Spain,
7079,Leonesa,Leon,Leon,Spain,
7095,Villarrubia CF,Ciudad Real,Ciudad Real,Spain,
7099,CE L´Hospitalet,Barcelona,Barcelona,Spain,
7106,FC Espanya,Barcelona,Barcelona,Spain,
7107,Gramenet UEA,Barcelona,Barcelona,Spain,
7113,UD Lérida,Lleida,Lleida,Spain,
7116,UE Costa Brava,Palamós,Palamós,Spain,
7152,CD Puerta Bonita,Madrid,Madrid,Spain,
7157,Gimnástica Española,Madrid,Madrid,Spain,
7162,Puerta Bonita,Madrid,Madrid,Spain,
7169,Unión Adarve,Madrid,Madrid,Spain,
7172,Atletico Tetuan,Tétouan,Tétouan,Spain,
7177,La Hoya Lorca,Lorca,Lorca,Spain,
7211,AD Mar Menor,,,Spain,
7216,Aranjuez,,,Spain,
7235,CD Autol,,,Spain,
7241,CD Cobeña,,,Spain,
7252,CD Ibiza IP,,,Spain,
7261,CD Los Boliches,,,Spain,
7262,CD Manchego,,,Spain,
7273,CD Santa Ponsa,,,Spain,
7275,CD Serverense,,,Spain,
7281,CDC Moscardó,,,Spain,
7296,CM Peralta,,,Spain,
7306,Endesa Andorra,,,Spain,
7307,Endesa As Pontes,,,Spain,
7308,España Tánger,,,Spain,
7314,Gimnástica Alcázar,,,Spain,
7324,Imperial de Murcia,,,Spain,
7327,Jerez Caballeros,,,Spain,
7330,JS Universitario CF,,,Spain,
7332,Lemoa,,,Spain,
7335,Los Yébenes-San Bruno,,,Spain,
7336,Manlleu,,,Spain,
7350,Playas Jandía,,,Spain,
7351,Puente Genil,,,Spain,
7365,SD Escoriaza,,,Spain,
7369,SG Lucense,,,Spain,
7371,Sport La Plana,,,Spain,
7373,Torrent CF,,,Spain,
7374,Touring KE,,,Spain,
7380,UD Casetas,,,Spain,
7387,UD Orensana,,,Spain,
7398,Unión SC Vigo,,,Spain,
