Buffalo Bills	Q221626	https://en.wikipedia.org/wiki/Buffalo_Bills	https://www.wikidata.org/wiki/Q221626	Y
Miami Dolphins	Q223243	https://en.wikipedia.org/wiki/Miami_Dolphins	https://www.wikidata.org/wiki/Q223243	Y
New England Patriots	Q193390	https://en.wikipedia.org/wiki/New_England_Patriots	https://www.wikidata.org/wiki/Q193390	Y
New York Jets	Q219602	https://en.wikipedia.org/wiki/New_York_Jets	https://www.wikidata.org/wiki/Q219602	Y
Baltimore Ravens	Q276539	https://en.wikipedia.org/wiki/Baltimore_Ravens	https://www.wikidata.org/wiki/Q276539	Y
Cincinnati Bengals	Q223511	https://en.wikipedia.org/wiki/Cincinnati_Bengals	https://www.wikidata.org/wiki/Q223511	Y
Cleveland Browns	Q223527	https://en.wikipedia.org/wiki/Cleveland_Browns	https://www.wikidata.org/wiki/Q223527	Y
Pittsburgh Steelers	Q191477	https://en.wikipedia.org/wiki/Pittsburgh_Steelers	https://www.wikidata.org/wiki/Q191477	Y
Houston Texans	Q223514	https://en.wikipedia.org/wiki/Houston_Texans	https://www.wikidata.org/wiki/Q223514	Y
Indianapolis Colts	Q193753	https://en.wikipedia.org/wiki/Indianapolis_Colts	https://www.wikidata.org/wiki/Q193753	Y
Jacksonville Jaguars	Q272223	https://en.wikipedia.org/wiki/Jacksonville_Jaguars	https://www.wikidata.org/wiki/Q272223	Y
Tennessee Titans	Q320484	https://en.wikipedia.org/wiki/Tennessee_Titans	https://www.wikidata.org/wiki/Q320484	Y
Denver Broncos	Q223507	https://en.wikipedia.org/wiki/Denver_Broncos	https://www.wikidata.org/wiki/Q223507	Y
Kansas City Chiefs	Q223522	https://en.wikipedia.org/wiki/Kansas_City_Chiefs	https://www.wikidata.org/wiki/Q223522	Y
Las Vegas Raiders	Q324523	https://en.wikipedia.org/wiki/Las_Vegas_Raiders	https://www.wikidata.org/wiki/Q324523	Y
Los Angeles Chargers	Q272220	https://en.wikipedia.org/wiki/Los_Angeles_Chargers	https://www.wikidata.org/wiki/Q272220	Y
Dallas Cowboys	Q204862	https://en.wikipedia.org/wiki/Dallas_Cowboys	https://www.wikidata.org/wiki/Q204862	Y
New York Giants	Q190618	https://en.wikipedia.org/wiki/New_York_Giants	https://www.wikidata.org/wiki/Q190618	Y
Philadelphia Eagles	Q219714	https://en.wikipedia.org/wiki/Philadelphia_Eagles	https://www.wikidata.org/wiki/Q219714	Y
Washington Commanders	Q212654	https://en.wikipedia.org/wiki/Washington_Commanders	https://www.wikidata.org/wiki/Q212654	Y
Chicago Bears	Q205033	https://en.wikipedia.org/wiki/Chicago_Bears	https://www.wikidata.org/wiki/Q205033	Y
Detroit Lions	Q271880	https://en.wikipedia.org/wiki/Detroit_Lions	https://www.wikidata.org/wiki/Q271880	Y
Green Bay Packers	Q213837	https://en.wikipedia.org/wiki/Green_Bay_Packers	https://www.wikidata.org/wiki/Q213837	Y
Minnesota Vikings	Q221150	https://en.wikipedia.org/wiki/Minnesota_Vikings	https://www.wikidata.org/wiki/Q221150	Y
Atlanta Falcons	Q272059	https://en.wikipedia.org/wiki/Atlanta_Falcons	https://www.wikidata.org/wiki/Q272059	Y
Carolina Panthers	Q330120	https://en.wikipedia.org/wiki/Carolina_Panthers	https://www.wikidata.org/wiki/Q330120	Y
New Orleans Saints	Q172435	https://en.wikipedia.org/wiki/New_Orleans_Saints	https://www.wikidata.org/wiki/Q172435	Y
Tampa Bay Buccaneers	Q320476	https://en.wikipedia.org/wiki/Tampa_Bay_Buccaneers	https://www.wikidata.org/wiki/Q320476	Y
Arizona Cardinals	Q224164	https://en.wikipedia.org/wiki/Arizona_Cardinals	https://www.wikidata.org/wiki/Q224164	Y
Los Angeles Rams	Q337377	https://en.wikipedia.org/wiki/Los_Angeles_Rams	https://www.wikidata.org/wiki/Q337377	Y
San Francisco 49ers	Q337758	https://en.wikipedia.org/wiki/San_Francisco_49ers	https://www.wikidata.org/wiki/Q337758	Y
Seattle Seahawks	Q221878	https://en.wikipedia.org/wiki/Seattle_Seahawks	https://www.wikidata.org/wiki/Q221878	Y
Toronto Blue Jays	Q650829	https://en.wikipedia.org/wiki/Toronto_Blue_Jays	https://www.wikidata.org/wiki/Q650829	Y
Chicago White Sox	Q335169	https://en.wikipedia.org/wiki/Chicago_White_Sox	https://www.wikidata.org/wiki/Q335169	Y
Cleveland Guardians	Q642553	https://en.wikipedia.org/wiki/Cleveland_Guardians	https://www.wikidata.org/wiki/Q642553	Y
Detroit Tigers	Q650855	https://en.wikipedia.org/wiki/Detroit_Tigers	https://www.wikidata.org/wiki/Q650855	Y
Kansas City Royals	Q744530	https://en.wikipedia.org/wiki/Kansas_City_Royals	https://www.wikidata.org/wiki/Q744530	Y
Minnesota Twins	Q604879	https://en.wikipedia.org/wiki/Minnesota_Twins	https://www.wikidata.org/wiki/Q604879	Y
Baltimore Orioles	Q650816	https://en.wikipedia.org/wiki/Baltimore_Orioles	https://www.wikidata.org/wiki/Q650816	Y
Boston Red Sox	Q213959	https://en.wikipedia.org/wiki/Boston_Red_Sox	https://www.wikidata.org/wiki/Q213959	Y
New York Yankees	Q213417	https://en.wikipedia.org/wiki/New_York_Yankees	https://www.wikidata.org/wiki/Q213417	Y
Tampa Bay Rays	Q650865	https://en.wikipedia.org/wiki/Tampa_Bay_Rays	https://www.wikidata.org/wiki/Q650865	Y
Athletics	Q504339	https://en.wikipedia.org/wiki/Athletics_(baseball)	https://www.wikidata.org/wiki/Q504339	Y
Houston Astros	Q848117	https://en.wikipedia.org/wiki/Houston_Astros	https://www.wikidata.org/wiki/Q848117	Y
Los Angeles Angels	Q743309	https://en.wikipedia.org/wiki/Los_Angeles_Angels	https://www.wikidata.org/wiki/Q743309	Y
Seattle Mariners	Q466586	https://en.wikipedia.org/wiki/Seattle_Mariners	https://www.wikidata.org/wiki/Q466586	Y
Texas Rangers	Q329816	https://en.wikipedia.org/wiki/Texas_Rangers_(baseball)	https://www.wikidata.org/wiki/Q329816	Y
Chicago Cubs	Q246782	https://en.wikipedia.org/wiki/Chicago_Cubs	https://www.wikidata.org/wiki/Q246782	Y
Cincinnati Reds	Q826751	https://en.wikipedia.org/wiki/Cincinnati_Reds	https://www.wikidata.org/wiki/Q826751	Y
Milwaukee Brewers	Q848103	https://en.wikipedia.org/wiki/Milwaukee_Brewers	https://www.wikidata.org/wiki/Q848103	Y
Pittsburgh Pirates	Q653772	https://en.wikipedia.org/wiki/Pittsburgh_Pirates	https://www.wikidata.org/wiki/Q653772	Y
St. Louis Cardinals	Q504309	https://en.wikipedia.org/wiki/St._Louis_Cardinals	https://www.wikidata.org/wiki/Q504309	Y
Atlanta Braves	Q461595	https://en.wikipedia.org/wiki/Atlanta_Braves	https://www.wikidata.org/wiki/Q461595	Y
Miami Marlins	Q652879	https://en.wikipedia.org/wiki/Miami_Marlins	https://www.wikidata.org/wiki/Q652879	Y
New York Mets	Q692417	https://en.wikipedia.org/wiki/New_York_Mets	https://www.wikidata.org/wiki/Q692417	Y
Philadelphia Phillies	Q650840	https://en.wikipedia.org/wiki/Philadelphia_Phillies	https://www.wikidata.org/wiki/Q650840	Y
Washington Nationals	Q825838	https://en.wikipedia.org/wiki/Washington_Nationals	https://www.wikidata.org/wiki/Q825838	Y
Arizona Diamondbacks	Q670376	https://en.wikipedia.org/wiki/Arizona_Diamondbacks	https://www.wikidata.org/wiki/Q670376	Y
Colorado Rockies	Q388858	https://en.wikipedia.org/wiki/Colorado_Rockies	https://www.wikidata.org/wiki/Q388858	Y
Los Angeles Dodgers	Q334634	https://en.wikipedia.org/wiki/Los_Angeles_Dodgers	https://www.wikidata.org/wiki/Q334634	Y
San Diego Padres	Q721134	https://en.wikipedia.org/wiki/San_Diego_Padres	https://www.wikidata.org/wiki/Q721134	Y
San Francisco Giants	Q308966	https://en.wikipedia.org/wiki/San_Francisco_Giants	https://www.wikidata.org/wiki/Q308966	Y
Toronto Raptors	Q132880	https://en.wikipedia.org/wiki/Toronto_Raptors	https://www.wikidata.org/wiki/Q132880	Y
Boston Celtics	Q131371	https://en.wikipedia.org/wiki/Boston_Celtics	https://www.wikidata.org/wiki/Q131371	Y
Brooklyn Nets	Q572134	https://en.wikipedia.org/wiki/Brooklyn_Nets	https://www.wikidata.org/wiki/Q572134	Y
New York Knicks	Q131364	https://en.wikipedia.org/wiki/New_York_Knicks	https://www.wikidata.org/wiki/Q131364	Y
Philadelphia 76ers	Q138089	https://en.wikipedia.org/wiki/Philadelphia_76ers	https://www.wikidata.org/wiki/Q138089	Y
Chicago Bulls	Q128109	https://en.wikipedia.org/wiki/Chicago_Bulls	https://www.wikidata.org/wiki/Q128109	Y
Cleveland Cavaliers	Q162990	https://en.wikipedia.org/wiki/Cleveland_Cavaliers	https://www.wikidata.org/wiki/Q162990	Y
Detroit Pistons	Q169661	https://en.wikipedia.org/wiki/Detroit_Pistons	https://www.wikidata.org/wiki/Q169661	Y
Indiana Pacers	Q170329	https://en.wikipedia.org/wiki/Indiana_Pacers	https://www.wikidata.org/wiki/Q170329	Y
Milwaukee Bucks	Q169637	https://en.wikipedia.org/wiki/Milwaukee_Bucks	https://www.wikidata.org/wiki/Q169637	Y
Atlanta Hawks	Q159893	https://en.wikipedia.org/wiki/Atlanta_Hawks	https://www.wikidata.org/wiki/Q159893	Y
Charlotte Hornets	Q163480	https://en.wikipedia.org/wiki/Charlotte_Hornets	https://www.wikidata.org/wiki/Q163480	Y
Miami Heat	Q169138	https://en.wikipedia.org/wiki/Miami_Heat	https://www.wikidata.org/wiki/Q169138	Y
Orlando Magic	Q161337	https://en.wikipedia.org/wiki/Orlando_Magic	https://www.wikidata.org/wiki/Q161337	Y
Washington Wizards	Q169165	https://en.wikipedia.org/wiki/Washington_Wizards	https://www.wikidata.org/wiki/Q169165	Y
Denver Nuggets	Q162954	https://en.wikipedia.org/wiki/Denver_Nuggets	https://www.wikidata.org/wiki/Q162954	Y
Minnesota Timberwolves	Q170558	https://en.wikipedia.org/wiki/Minnesota_Timberwolves	https://www.wikidata.org/wiki/Q170558	Y
Oklahoma City Thunder	Q180950	https://en.wikipedia.org/wiki/Oklahoma_City_Thunder	https://www.wikidata.org/wiki/Q180950	Y
Portland Trail Blazers	Q167253	https://en.wikipedia.org/wiki/Portland_Trail_Blazers	https://www.wikidata.org/wiki/Q167253	Y
Utah Jazz	Q170649	https://en.wikipedia.org/wiki/Utah_Jazz	https://www.wikidata.org/wiki/Q170649	Y
Golden State Warriors	Q157376	https://en.wikipedia.org/wiki/Golden_State_Warriors	https://www.wikidata.org/wiki/Q157376	Y
Los Angeles Clippers	Q976396	https://en.wikipedia.org/wiki/Los_Angeles_Clippers	https://www.wikidata.org/wiki/Q976396	Y
Los Angeles Lakers	Q121783	https://en.wikipedia.org/wiki/Los_Angeles_Lakers	https://www.wikidata.org/wiki/Q121783	Y
Phoenix Suns	Q164177	https://en.wikipedia.org/wiki/Phoenix_Suns	https://www.wikidata.org/wiki/Q164177	Y
Sacramento Kings	Q166105	https://en.wikipedia.org/wiki/Sacramento_Kings	https://www.wikidata.org/wiki/Q166105	Y
Dallas Mavericks	Q132893	https://en.wikipedia.org/wiki/Dallas_Mavericks	https://www.wikidata.org/wiki/Q132893	Y
Houston Rockets	Q161345	https://en.wikipedia.org/wiki/Houston_Rockets	https://www.wikidata.org/wiki/Q161345	Y
Memphis Grizzlies	Q165529	https://en.wikipedia.org/wiki/Memphis_Grizzlies	https://www.wikidata.org/wiki/Q165529	Y
New Orleans Pelicans	Q172339	https://en.wikipedia.org/wiki/New_Orleans_Pelicans	https://www.wikidata.org/wiki/Q172339	Y
San Antonio Spurs	Q159729	https://en.wikipedia.org/wiki/San_Antonio_Spurs	https://www.wikidata.org/wiki/Q159729	Y
Montreal Canadiens	Q188143	https://en.wikipedia.org/wiki/Montreal_Canadiens	https://www.wikidata.org/wiki/Q188143	Y
Ottawa Senators	Q203013	https://en.wikipedia.org/wiki/Ottawa_Senators	https://www.wikidata.org/wiki/Q203013	Y
Toronto Maple Leafs	Q203384	https://en.wikipedia.org/wiki/Toronto_Maple_Leafs	https://www.wikidata.org/wiki/Q203384	Y
Boston Bruins	Q194121	https://en.wikipedia.org/wiki/Boston_Bruins	https://www.wikidata.org/wiki/Q194121	Y
Buffalo Sabres	Q131206	https://en.wikipedia.org/wiki/Buffalo_Sabres	https://www.wikidata.org/wiki/Q131206	Y
Detroit Red Wings	Q194116	https://en.wikipedia.org/wiki/Detroit_Red_Wings	https://www.wikidata.org/wiki/Q194116	Y
Florida Panthers	Q204623	https://en.wikipedia.org/wiki/Florida_Panthers	https://www.wikidata.org/wiki/Q204623	Y
