sheet_row,team,city,metro_area,country,level
6820,Matador Puchov,Puchov,Puchov,Slovakia,
6822,ZTS Dubnica,Dubnica nad Váhom,Dubnica nad Váhom,Slovakia,
6853,ND Slovan,,,Slovenia,
6860,ASK Primorje,,,Slovenia,
6862,NK Slavija Vevče,,,Slovenia,
6863,NK Steklar,,,Slovenia,
6867,NK Livar,Ivančna Gorica,Ivančna Gorica,Slovenia,
6872,Belvedur Izola,Izola,Izola,Slovenia,
6874,NK Factor,Ljubljana,Ljubljana,Slovenia,
6875,NK Publikum,Celje,Celje,Slovenia,
6916,Celta de Vigo B,Vigo,Vigo,Spain,2
6938,Athletic Bilbao B,Bilbao,Bilbao,Spain,3
6947,Deportivo Fabril,Corunna,Corunna,Spain,3
6952,Atlético de Madrid B,Madrid,Madrid,Spain,3
6953,Castilla CF,Madrid,Madrid,Spain,3
6964,Real Burgos CF,Burgos,Burgos,Spain,
6970,Atlético Malagueño,Málaga,Málaga,Spain,
6986,Córdoba CF B,Cordova,Cordova,Spain,
6995,Lucena CF,Lucena,Lucena,Spain,
6996,Málaga CF B,Málaga,Málaga,Spain,
7002,Real Córdoba,Cordova,Cordova,Spain,
7008,Villanueva de Córdoba,Cordoba,Cordoba,Spain,
7014,Deportivo Aragón,Zaragoza,Zaragoza,Spain,
7042,Club Bizcaya,Bilbao,Bilbao,Spain,
7046,Donostia,San Sebastián,San Sebastián,Spain,
7047,Donostia FC,San Sebastián,San Sebastián,Spain,
7051,SD Indautxu,Bilbao,Bilbao,Spain,
7071,Racing Santander B,Santander,Santander,Spain,
7079,Leonesa,Leon,Leon,Spain,
7080,Palencia Balompié,Palcenia,Palcenia,Spain,
7106,FC Espanya,Barcelona,Barcelona,Spain,
7107,Gramenet UEA,Barcelona,Barcelona,Spain,
7118,UE Llagostera,Llagostera,Llagostera,Spain,
7121,AgD Ceuta,Ceuta,Ceuta,Spain,
7134,CD As Pontes,Ferrol,Ferrol,Spain,
7144,Real Vigo Sporting,Vigo,Vigo,Spain,
7151,Atlético Aviación,Madrid,Madrid,Spain,
7155,Español de Madrid,Madrid,Madrid,Spain,
7157,Gimnástica Española,Madrid,Madrid,Spain,
7164,Real Madrid C,Madrid,Madrid,Spain,
7172,Atletico Tetuan,Tétouan,Tétouan,Spain,
7209,Valencia Mestalla,Valencia,Valencia,Spain,
7210,AD Ferroviaria,,,Spain,
7211,AD Mar Menor,,,Spain,
7216,Aranjuez,,,Spain,
7223,Bermeo FT,,,Spain,
7225,Burriana,,,Spain,
7228,CD Abarán,,,Spain,
7232,CD Antequerano,,,Spain,
7236,CD Burriana,,,Spain,
7245,CD Ensidesa,,,Spain,
7252,CD Ibiza IP,,,Spain,
7253,CD Isla Cristina,,,Spain,
7254,CD Juvenil,,,Spain,
7255,CD La Muela,,,Spain,
7260,CD Logroño,,,Spain,
7261,CD Los Boliches,,,Spain,
7263,CD Maspalomas,,,Spain,
7266,CD Nacional de Madrid,,,Spain,
7269,CD Roldán,,,Spain,
7270,CD Ronda,,,Spain,
7273,CD Santa Ponsa,,,Spain,
7280,CDA Navalcarnero,,,Spain,
7281,CDC Moscardó,,,Spain,
7288,CF Llíria,,,Spain,
7290,CF Nules,,,Spain,
7291,CF Sóller,,,Spain,
7292,CF Valdepeñas,,,Spain,
7296,CM Peralta,,,Spain,
7298,CP La Felguera,,,Spain,
7300,DAV Santa Ana,,,Spain,
7305,EHA Tánger,,,Spain,
7306,Endesa Andorra,,,Spain,
7307,Endesa As Pontes,,,Spain,
7308,España Tánger,,,Spain,
7309,FC Barcelona C,,,Spain,
7311,Galáctico Pegaso,,,Spain,
7314,Gimnástica Alcázar,,,Spain,
7315,Gimnástica Arandina,,,Spain,
7316,Gimnástica Medinense,,,Spain,
7317,Gimnástico FC,,,Spain,
7318,Guadix,,,Spain,
7319,Guadix CF,,,Spain,
7322,Horadada,,,Spain,
7323,Iberia SC,,,Spain,
7324,Imperial de Murcia,,,Spain,
7325,Imperio CF,,,Spain,
7327,Jerez Caballeros,,,Spain,
7330,JS Universitario CF,,,Spain,
7331,Juventud Cambados,,,Spain,
7332,Lemoa,,,Spain,
7337,Mármol Macael,,,Spain,
7338,Mármol Macael CD,,,Spain,
7347,Orotava,,,Spain,
7350,Playas Jandía,,,Spain,
7353,Racing de Madrid,,,Spain,
7355,RCD Carabanchel,,,Spain,
7356,RD Oriamendi,,,Spain,
7357,Real Aranjuez,,,Spain,
7358,Realejos,,,Spain,
7364,SD Erandio Club,,,Spain,
7365,SD Escoriaza,,,Spain,
7369,SG Lucense,,,Spain,
7370,Sóller,,,Spain,
7371,Sport La Plana,,,Spain,
7374,Touring KE,,,Spain,
7384,UD Horadada,,,Spain,
7386,UD Oliva,,,Spain,
7387,UD Orensana,,,Spain,
7388,UD Realejos,,,Spain,
7390,UD Telde,,,Spain,
7391,UD Vall de Uxó,,,Spain,
7398,Unión SC Vigo,,,Spain,
7406,Vinaroz CF,,,Spain,
7412,Örgryte IS,Gothenburg,Gothenburg,Sweden,1
7414,Hammarby IF,Stockholm,Stockholm,Sweden,1
7417,Degerfors IF,Degerfors,Degerfors,Sweden,1
7418,BK Hacken,Gothenburg,Gothenburg,Sweden,1
7426,Landskrona BoIS,Malmo,Malmo,Sweden,
7427,Östers IF,Vaxjo,Vaxjo,Sweden,
7430,GIF Sundsvall,Sundsvall,Sundsvall,Sweden,
7435,Gefle IF,Gävle,Gävle,Sweden,
7440,Gårda BK,Gothenburg,Gothenburg,Sweden,
7444,IFK Värnamo,Värnamo,Värnamo,Sweden,
7446,IK Sirius,,,Sweden,
7451,Hallstahammars SK,,,Sweden,
7455,Råå IF,Helsingborg,Helsingborg,Sweden,
7456,Stattena IF,,,Sweden,
7457,Vikingarnas FK,,,Sweden,
7458,Westermalms IF,,,Sweden,
7459,Assyriska FF,Stockholm,Stockholm,Sweden,
7460,Billingsfors IK,,,Sweden,
7461,BK Derby,,,Sweden,
7466,Göteborgs IF,Gothenburg,Gothenburg,Sweden,
7467,Högadals IS,,,Sweden,
7468,IF Saab,,,Sweden,
7471,IK Oddevold,,,Sweden,
7473,Mariebergs IK,,,Sweden,
7476,Redbergslid,,,Sweden,
7477,Reymersholm,,,Sweden,
7480,Västmanland-Nerikes BK,,,Sweden,
7481,IFK Stockholm,,,Sweden,
7482,IS Idrottens Vänner,,,Sweden,
7483,Jönköpings AIF,Jönköping,Jönköping,Sweden,
7484,Örgryte IS 2,Gothenburg,Gothenburg,Sweden,
7509,Young Fellows Zürich,Zurich,Zurich,Switzerland,
7514,Cantonal Neuchâtel,Neuchâtel,Neuchâtel,Switzerland,
7518,FC Etoile-Sporting,La Chaux-de-Fonds,Neuchâtel,Switzerland,
7520,FC Blue Stars Zürich,Zurich,Zurich,Switzerland,
7522,FC Genève,Geneva,Geneva,Switzerland,
7533,Blue Stars St. Gallen,,,Switzerland,
7534,Montreux Narcisse,,,Switzerland,
7535,Neumünster Zürich,,,Switzerland,
7536,Fortuna Basel,,,Switzerland,
7540,Lausanne Football and Cricket Club,Lausanne,Lausanne,Switzerland,
7541,Anglo-American Club,Zurich,Zurich,Switzerland,
7542,Anglo-American Wanderers,,,Switzerland,
7543,Fire Flies Zürich,,,Switzerland,
7544,Kickers Zürich,,,Switzerland,
7547,La Châtelaine Genève,Geneva,Geneva,Switzerland,
7549,Villa Longchamp Lausanne,Lausanne,Lausanne,Switzerland,
7552,Excelsior Basel,,,Switzerland,
7553,Geneva United,,,Switzerland,
7554,International Zürich,,,Switzerland,
7555,Le Château de Lancy,,,Switzerland,
7556,Maison Neuve Vevey,,,Switzerland,
7558,Racing Lausanne,,,Switzerland,
7559,Weissenbühl Bern,,,Switzerland,
7560,Basel XI,Basel,Basel,Switzerland,
7569,Juventus Zürich,Zurich,Zurich,Switzerland,
7570,CA Genève,,,Switzerland,
7571,CS International Genève,,,Switzerland,
7572,Dopolavoro Genève,,,Switzerland,
7574,FC Aurore,,,Switzerland,
7576,FC Birsfelden,,,Switzerland,
7577,FC Bodio,,,Switzerland,
7578,FC Bözingen 34,,,Switzerland,
7579,FC Brüttisellen,,,Switzerland,
7583,FC Derendingen,,,Switzerland,
7586,FC Frauenfeld,,,Switzerland,
7589,FC Glarus,,,Switzerland,
7590,FC Helvetia Bern,,,Switzerland,
7596,FC Lengnau,,,Switzerland,
7600,FC Oerlikon Zürich,,,Switzerland,
7601,FC Raron,,,Switzerland,
7606,FC Thoune,,,Switzerland,
7607,FC Tössfeld,,,Switzerland,
7612,Pro Daro Bellinzona,,,Switzerland,
7613,Rapid Lugano,,,Switzerland,
7615,SC Burgdorf,,,Switzerland,
7618,SV Seebach Zürich,,,Switzerland,
7619,US Bienne-Boujean,,,Switzerland,
7701,Sebatspor,,,Turkey,
7709,Gençlerbirliği OFTAŞ,Ankara,Ankara,Turkey,
7710,Harp Okulu,Ankara,Ankara,Turkey,
7711,Muhafızgücü,Ankara,Ankara,Turkey,
7712,Osmanlispor,Ankara,Ankara,Turkey,
7713,PTT Ankara,Ankara,Ankara,Turkey,
7715,Balıkesir,Balıkesir,Balıkesir,Turkey,
7717,Denizli Belediyespor,Denizli,Denizli,Turkey,
7719,Eskişehir İdman Yurdu,Eskişehir,Eskişehir,Turkey,
7720,Eskişehir Tayyare Yurdu,Eskişehir,Eskişehir,Turkey,
7721,Gaziantep BSB,Gaziantep,Gaziantep,Turkey,
7725,Istanbul BB,Istanbul,Istanbul,Turkey,
7727,Tepecik Belediye,Istanbul,Istanbul,Turkey,
7728,Tuzlaspor,Istanbul,Istanbul,Turkey,
7729,Menemenspor,Izmir,Izmir,Turkey,
7730,Konya Şekerspor,Konya,Konya,Turkey,
7732,Malatya Belediyespor,Malatya,Malatya,Turkey,
7739,Adana Torosspor,,,Turkey,
7740,Adana Türk Ocağı,,,Turkey,
7741,Adapazarı İdman Yurdu,,,Turkey,
7742,Albayrak İdman Yurdu,,,Turkey,
7743,Anadolu Turan San'atkârangücü,,,Turkey,
7744,Bahriye,,,Turkey,
7745,Balıkesir İdman Yurdu,,,Turkey,
7746,Bozüyük İdman Yurdu,,,Turkey,
7748,Diyarbakır Ayspor,,,Turkey,
7750,Ergenekon İdman Yurdu,,,Turkey,
7751,Gölcük İdman Yurdu,,,Turkey,
7753,Hilâl Spor,,,Turkey,
7754,İlk Işık,,,Turkey,
7755,Işıklar Mektebi,,,Turkey,
7757,İzmit Harp Filosu,,,Turkey,
7758,İzmit İttihadspor,,,Turkey,
7759,İzmit Kağıtspor,,,Turkey,
7760,Kayagücü,,,Turkey,
7761,Konya İdman Yurdu,,,Turkey,
7763,Kütahya Gençlerbirliği,,,Turkey,
7765,Maskespor,,,Turkey,
7766,Meriç İdman Yurdu,,,Turkey,
7767,Samsun İdman Yurdu,,,Turkey,
7768,Samsun SK,,,Turkey,
7769,San'atkâran Spor Derneği,,,Turkey,
7770,Trabzon İdman Gücü,,,Turkey,
7771,Trabzon İdman Ocağı,,,Turkey,
7772,Trabzon Lisesi,,,Turkey,
7773,Uçaksavar,,,Turkey,
7774,Üçok,,,Turkey,
7790,FC Epitsentr Dunaivtsi,Dunaivtsi,Kamianets-Podilskyi,Ukraine,1
7804,Kolos-2 Kovalivka,Kyiv,Kyiv,Ukraine,2
7806,FC Polissya-2 Zhytomyr,Zhytomyr,Zhytomyr,Ukraine,2
7820,Torpedo Zaporizhzhya,Zaporizhia,Zaporizhia,Ukraine,
7826,Niva Vinnytsya,Vinnytsia,Vinnytsia,Ukraine,
7831,Temp Shepetivka,Shepetivka,Shepetivka,Ukraine,
7835,Dynamo Kharkiv,Kharkiv,Kharkiv,Ukraine,
7843,Feniks-Illichivets Kalinine,Kalinine,Kalinine,Ukraine,
7844,IS Simferopol,Simferopol,Simferopol,Ukraine,
7846,Tavria Simpheropol,Simferopol,Simferopol,Ukraine,
7848,FC Elektrometalurh-NZF Nikopol,Nikopol,Nikopol,Ukraine,
7850,Hirnyk Kryvyj Rih,Kryvyi Rih,Kryvyi Rih,Ukraine,
7852,Stal Dniprodzerzhynsk,Dniprodzerzhynsk,Dniprodzerzhynsk,Ukraine,
7854,FC Illychivets,Mariupol,Mariupol,Ukraine,
7856,FC Shakhtar Makiivka,Donetsk,Donetsk,Ukraine,
7857,FC Shakhtar-2 Donetsk,Donetsk,Donetsk,Ukraine,
7858,Metalurh Mariupol,Mariupol,Mariupol,Ukraine,
7859,Shakhter Stalino,Donetsk,Donetsk,Ukraine,
7860,Stahanovez Stalino,Donetsk,Donetsk,Ukraine,
7863,Avangard Kharkiv,Kharkiv,Kharkiv,Ukraine,
7865,Helios Kharkiv,Kharkiv,Kharkiv,Ukraine,
7866,Lokomotiv Kharkiv,Kharkiv,Kharkiv,Ukraine,
7867,Selmash Kharkiv,Kharkiv,Kharkiv,Ukraine,
7868,Spartak Kharkiv,Kharkiv,Kharkiv,Ukraine,
7871,FC UkrAhroKom Holovkivka,Holovkivka,Holovkivka,Ukraine,
7872,Zirka Kirovohrad,Kirovohrad,Kirovohrad,Ukraine,
7875,FC Dynamo-2 Kyiv,Kyiv,Kyiv,Ukraine,
7878,FC Khimik Severodonetsk,Sievierodonetsk,Sievierodonetsk,Ukraine,
7880,Zarya Voroshilovgrad,Luhansk,Luhansk,Ukraine,
7887,Dinamo Odessa,Odessa,Odessa,Ukraine,
7888,Dniester Ovidiopol,Ovidiopol,Ovidiopol,Ukraine,
7891,SKA Odessa,Odessa,Odessa,Ukraine,
7892,Spartak Odessa,Odessa,Odessa,Ukraine,
7900,MFA Mukachevo,Mukachevo,Mukachevo,Ukraine,
7901,Zakarpattia Uzhhorod,Uzhhorod,Uzhhorod,Ukraine,
7902,Metallurg Zaporozhe,Zaporizhia,Zaporizhia,Ukraine,
7903,Artania Ochakiv,,,Ukraine,
7904,Boryfsen-Boreks Borodianka,,,Ukraine,
7905,Dnipro-2 Dnipropetrovsk,,,Ukraine,
7906,FC Ahrotekhservis Sumy,,,Ukraine,
7907,FC Chornomorets-2 Odessa,,,Ukraine,
7908,FC CSKA-2 Kyiv,,,Ukraine,
7909,FC Halychyna Drohobych,,,Ukraine,
7910,FC Hirnyk Rovenky,,,Ukraine,
7911,FC Knyazha Shchaslyve,,,Ukraine,
7912,FC Kosmos Pavlohrad,,,Ukraine,
7913,FC Nyva Bershad,,,Ukraine,
7914,FC Stakhanov,,,Ukraine,
7915,FC Torpedo Zaporizhia,,,Ukraine,
7916,IgroService,,,Ukraine,
7917,Karpaty Mukacheve,,,Ukraine,
7918,Krystal Chortkiv,,,Ukraine,
7920,Naftokhimik Kremenchuk,,,Ukraine,
7921,Ratusha Kamyanets-Podilskyi,,,Ukraine,
7923,Sokol Zolochev,,,Ukraine,
7940,Trefelin BGC,Port Talbot,Swansea,Wales,1
7955,Inter Cardiff,Cardiff,Cardiff,Wales,
7962,Cemaes Bay,,,Wales,
7963,Maesteg Park,,,Wales,
7967,Abergavenny Thursdays,,,Wales,
7970,Llanidloes Town,,,Wales,
7971,Aberdare Town,,,Wales,
7972,Borough United,Conwy,Conwy,Wales,
7973,Cambrian & Clydach Vale,,,Wales,
7975,Connah's Quay & Shotton,,,Wales,
7977,Druids FC,Wrexham,Wrexham,Wales,
7978,Fflint Town United,Flint,Flint,Wales,
7980,Lovell's Athletic,Newport,Newport,Wales,
7981,Oswestry United,,,Wales,
7985,Westminster Rovers,,,Wales,
8016,Águilas Guanacastecas,Liberia,Liberia,Costa Rica,
8020,Liberia Mía,Alajuela,San José,Costa Rica,
8024,Universidad de Costa Rica,San José,San José,Costa Rica,
8025,FC Pinar del Río,Pinar del Río,Pinar del Río,Cuba,
8027,Atlético Balboa,La Union,La Union,El Salvador,
8028,Atlético Marte,San Salvador,San Salvador,El Salvador,
8035,Juventud Independiente,San Juan Opico,San Juan Opico,El Salvador,
8039,Vista Hermosa,San Francisco Gotera,San Francisco Gotera,El Salvador,
8045,CD Jalapa,Jalapa,Jalapa,Guatemala,
8048,CD Petapa,San Miguel Petapa,San Miguel Petapa,Guatemala,
8049,CD Suchitepéquez,Mazatenango,Mazatenango,Guatemala,
8051,CSD Comunicaciones,Guatemala City,Guatemala City,Guatemala,
8055,Deportivo Xinabajul,Huehuetenango,Huehuetenango,Guatemala,
8056,Deportivo Zacapa,Zacapa,Zacapa,Guatemala,
8057,Halcones FC,Huehuetenango,Huehuetenango,Guatemala,
8059,Juventud Escuintleca,Escuntla,Escuntla,Guatemala,
8060,Juventud Retalteca,Retalhuleu,Retalhuleu,Guatemala,
8062,Alpha United FC,Georgetown (GUY),Georgetown (GUY),Guyana,
8063,Cavaly AS,Léogâne,Léogâne,Haiti,
8065,RC Haïtien,Port-au-Prince,Port-au-Prince,Haiti,
8066,Tempête FC,Saint-Marc,Saint-Marc,Haiti,
8068,Violette AC,Port-au-Prince,Port-au-Prince,Haiti,
8069,Atlético Choloma,Choloma,Choloma,Honduras,
8070,CD Marathón,San Pedro Sula,San Pedro Sula,Honduras,
8072,CD Necaxa,Tegucigalpa,Tegucigalpa,Honduras,
8074,CD Platense,Puerto Cortes,Puerto Cortes,Honduras,
8075,CD Real Sociedad,Tocoa,Tocoa,Honduras,
8076,CD Victoria,Le Ceiba,Le Ceiba,Honduras,
8077,CDS Vida,Le Ceiba,Le Ceiba,Honduras,
8078,Deportes Savio,Santa Rosa de Copán,Santa Rosa de Copán,Honduras,
8079,FC Universidad Católica,Tegucigalpa,Tegucigalpa,Honduras,
8080,Hispano FC,Comayagua,Comayagua,Honduras,
8081,Honduras Progreso,El Progreso,El Progreso,Honduras,
8082,Pumas UNAH,Tegucigalpa,Tegucigalpa,Honduras,
8090,US Robert,Le Robert,Le Robert,Martinique,
8091,Chivas Guadalajara,Guadalajara,Guadalajara,Mexico,1
8122,Piratas FC,Veracruz,Veracruz,Mexico,2
8126,Tecos UAG,Guadalajara,Guadalajara,Mexico,
8128,CD Oro,Guadalajara,Guadalajara,Mexico,
8133,Atlético Potosino,San Luis Potosí,San Luis Potosí,Mexico,
8136,CD Marte,Cuernavaca,Cuernavaca,Mexico,
8137,Laguna FC,Torreon,Torreon,Mexico,
8138,Atlético Español,Mexico City,Mexico City,Mexico,
8140,Potros Neza,Mexico City,Mexico City,Mexico,
8141,Club Jalisco,Guadalajara,Guadalajara,Mexico,
8143,Unión de Curtidores,Leon,Leon,Mexico,
8144,Asturias FC,Mexico City,Mexico City,Mexico,
8145,Real Club España,Mexico City,Mexico City,Mexico,
8146,Moctezuma de Orizaba,Orizaba,Orizaba,Mexico,
8147,San Sebastián,Leon,Leon,Mexico,
8149,CF Torreón,,,Mexico,
8150,Ángeles de Puebla,Puebla,Puebla,Mexico,
8154,Ciudad Madero,Ciudad Madero,Tampico,Mexico,
8155,CD Cuautla,Cuautla,Cuautla,Mexico,
8156,Club Deportivo Nacional,,,Mexico,
8157,Cobras de Ciudad Juárez,Ciudad Juarez,Ciudad Juarez,Mexico,
8160,CF Nuevo León,Cadereyta Jiménez,Monterrey,Mexico,
8161,Atletas Campesinos,,,Mexico,
8162,Oaxtepec,,,Mexico,
8163,Cobras de Querétaro,,,Mexico,
8168,Toros Neza,Mexico City,Mexico City,Mexico,
8175,Estudiantes de Altamira,Altamira,Altamira,Mexico,
8177,Mérida FC,Merida,Merida,Mexico,
8178,British Club,,,Mexico,
8179,Germania FV,,,Mexico,
8180,Junior Club,,,Mexico,
8181,Mexico Cricket Club,,,Mexico,
8182,México FC,,,Mexico,
8183,Reforma AC,,,Mexico,
8184,Rovers FC Mexico,,,Mexico,
8186,SITHOC,Willemstad,Willemstad,Netherlands Antilles,
8187,SV Estrella,Oranjestad,Oranjestad,Netherlands Antilles,
8202,Bayamón FC,San Juan,San Juan,Puerto Rico,
8204,SV Transvaal,Paramaribo,Paramaribo,Suriname,
8208,Joe Public,Macoya,Macoya,Trinidad & Tobago,
8210,North East Stars,Sangre Grande,Sangre Grande,Trinidad & Tobago,
8213,South End,Point Fortin,Point Fortin,Trinidad & Tobago,
8215,T&TEC,San Fernando,San Fernando,Trinidad & Tobago,
8216,Tobago United,Bacolet,Bacolet,Trinidad & Tobago,
8217,United Petrotrin,Marabella,Marabella,Trinidad & Tobago,
8218,W Connection,Marbella,Marbella,Trinidad & Tobago,
8256,Colorado Springs Switchbacks FC,Colorado Springs,Colorado Springs,United States,2
8291,Minnesota Strikers,Minneapolis,Minneapolis,United States,
8292,California Surf,Los Angeles,Los Angeles,United States,
8294,Toronto Blizzard,Toronto,Toronto,Canada,
8295,Dallas Tornado,Dallas,Dallas,United States,
8297,Golden Bay Earthquakes,San Francisco-San Jose,San Francisco-San Jose,United States,
8298,San Diego Sockers,San Diego,San Diego,United States,
8302,Chicago Sting,Chicago,Chicago,United States,
8303,Tulsa Roughnecks,Tulsa,Tulsa,United States,
8305,Edmonton Drillers,Edmonton,Edmonton,Canada,
8306,Los Angeles Aztecs,Los Angeles,Los Angeles,United States,
8307,Minnesota Kicks,Minneapolis,Minneapolis,United States,
8308,Portland Timbers NASL,Portland,Portland,United States,
8309,Washington Diplomats,Washington-Baltimore,Washington-Baltimore,United States,
8311,Atlanta Apollos,Atlanta,Atlanta,United States,
8312,Montreal Manic,Montreal,Montreal,Canada,
8313,Jacksonville Tea Men,Jacksonville,Jacksonville,United States,
8314,Calgary Boomers,Calgary,Calgary,Canada,
8315,Washington Diplomats 1981,Washington-Baltimore,Washington-Baltimore,United States,
8317,Atlanta Chiefs,Atlanta,Atlanta,United States,
8318,Philadelphia Atoms,Philadelphia,Philadelphia,United States,
8319,Boston Minutemen,Boston,Boston,United States,
8320,Kansas City Spurs,Kansas City,Kansas City,United States,
8321,Montreal Olympique,Montreal,Montreal,Canada,
8322,Houston Hurricane,Houston,Houston,United States,
8323,Baltimore Bays,Washington-Baltimore,Washington-Baltimore,United States,
8324,Vancouver Royals,Vancouver,Vancouver,Canada,
8325,Los Angeles Wolves,Los Angeles,Los Angeles,United States,
8326,Oakland Clippers,San Francisco-San Jose,San Francisco-San Jose,United States,
8327,San Diego Toros,San Diego,San Diego,United States,
8328,Team America,Washington-Baltimore,Washington-Baltimore,United States,
8329,Washington Whips,Washington-Baltimore,Washington-Baltimore,United States,
8330,Chicago Mustangs,Chicago,Chicago,United States,
8331,Boston Beacons,Boston,Boston,United States,
8332,Detroit Cougars,Detroit,Detroit,United States,
8333,New York Generals,New York,New York,United States,
8334,Cleveland Stokers,Cleveland,Cleveland,United States,
8335,Toronto Falcons,Toronto,Toronto,Canada,
8336,Houston Stars,Houston,Houston,United States,
8337,LA Galaxy II,Carson,Los Angeles,United States,
8338,Oakland Stompers,San Francisco-San Jose,San Francisco-San Jose,United States,
8340,San Diego Jaws,San Diego,San Diego,United States,
8342,San Jose Clash,San Francisco-San Jose,San Francisco-San Jose,United States,
8343,Colorado Caribous,Denver,Denver,United States,
8344,Denver Dynamos,Denver,Denver,United States,
8345,Connecticut Bicentennials,New York,New York,United States,
8346,Hartford Bicentennials,Hartford,Hartford,United States,
8347,Washington Darts,Washington-Baltimore,Washington-Baltimore,United States,
8350,Ft. Lauderdale Strikers,Miami,Miami,United States,
8352,Miami Gatos,Miami,Miami,United States,
8353,Miami Toros,Miami,Miami,United States,
8355,Atlanta United 2,Atlanta,Atlanta,United States,
8356,Team Hawaii,Honolulu,Honolulu,United States,
8357,Kansas City Wizards,Kansas City,Kansas City,United States,
8358,Baltimore Comets,Washington-Baltimore,Washington-Baltimore,United States,
8360,Ocean City Barons,Washington-Baltimore,Washington-Baltimore,United States,
8361,New England Tea Men,Boston,Boston,United States,
8362,Detroit Express,Detroit,Detroit,United States,
8364,NSC Minnesota Stars,Minneapolis,Minneapolis,United States,
8366,St. Louis Stars,St. Louis,St. Louis,United States,
8367,Las Vegas Quicksilvers,Las Vegas,Las Vegas,United States,
8368,MetroStars,New York,New York,United States,
8369,New York Red Bulls II,Harrison (NJ),New York,United States,
8370,NY/NJ MetroStars,New York,New York,United States,
8372,New York Hungaria,New York,New York,United States,
8373,Rochester Rhinos,Rochester,Rochester,United States,
8376,Toronto Metros,Toronto,Toronto,Canada,
8377,Toronto Metros-Croatia,Toronto,Toronto,Canada,
8378,Harrisburg City Islanders,Harrisburg,Harrisburg,United States,
8379,Philadelphia Fury,Philadelphia,Philadelphia,United States,
8380,Philadelphia Ukrainians,Philadelphia,Philadelphia,United States,
8381,Montreal Impact,Montreal,Montreal,Canada,
8384,Memphis Rogues,Memphis,Memphis,United States,
8386,Dallas Burn,Dallas,Dallas,United States,
8389,San Antonio Thunder,San Antonio,San Antonio,United States,
8390,Utulei Youth,Pago Pago,Pago Pago,American Samoa,
8395,Nokia Eagles,Nadi,Nadi,Fiji,
8400,Gaïtcha FCN,Noumea,Noumea,New Caledonia,
8404,University-Mount Wellington,,,New Zealand,
8407,Lae City Dwellers,Lae,Lae,Papua New Guinea,
8408,PRK Hekari United,Port Moresby,Port Moresby,Papua New Guinea,
8409,Sobou FC,Lae,Lae,Papua New Guinea,
8410,Kiwi FC,Apia,Apia,Samoa,
8411,Lupe ole Soaga,Apia,Apia,Samoa,
8412,Vailima Kiwi FC,Apia,Apia,Samoa,
8413,Koloale FC,,,Solomon Islands,
8416,Makuru FC,Honiara,Honiara,Solomon Islands,
8423,AS Temanava,Papeete,Papeete,Tahiti,
8425,Veitongo FC,Nukuʻalofa,Nukuʻalofa,Tonga,
8426,Amical FC,,,Vanuatu,
8427,Port Vila Sharks,Port Vila,Port Vila,Vanuatu,
8428,Tafea FC,,,Vanuatu,
8433,Estudiantes de La Plata,La Plata,La Plata,Argentina,1
8447,Belgrano de Córdoba,Cordoba,Cordoba,Argentina,1
8453,Sarmiento de Junín,Junin,Junin,Argentina,1
8495,CA San Isidro,Buenos Aires,Buenos Aires,Argentina,
8498,CA Porteño,Buenos Aires,Buenos Aires,Argentina,
8499,Estudiantil Porteño,Buenos Aires,Buenos Aires,Argentina,
8502,Lomas Athletic,Buenos Aires,Buenos Aires,Argentina,
8505,Sportivo Buenos Aires,Buenos Aires,Buenos Aires,Argentina,
8508,Sportivo Palermo,Buenos Aires,Buenos Aires,Argentina,
8511,Club San Fernando,Buenos Aires,Buenos Aires,Argentina,
8514,Argentino de Banfield,Buenos Aires,Buenos Aires,Argentina,
8515,Argentino del Sud,Buenos Aires,Buenos Aires,Argentina,
8516,CA Palermo,Buenos Aires,Buenos Aires,Argentina,
8518,Liberal Argentino,Buenos Aires,Buenos Aires,Argentina,
8519,Deportivo Mandiyú,Corrientes,Corrientes,Argentina,
8520,CA Del Plata,Mar del Plata,Mar del Plata,Argentina,
8521,Dock Sud,Buenos Aires,Buenos Aires,Argentina,
8522,Altos Hornos Zapla,Palpalá,Palpalá,Argentina,
8525,Flores AC,,,Argentina,
8528,Boca Alumni,,,Argentina,
8529,CA Alvear,,,Argentina,
8530,Club Progresista,,,Argentina,
8531,Ledesma,,,Argentina,
8532,Reformer AC,,,Argentina,
8533,San Lorenzo Mar del Plata,,,Argentina,
8534,Sportivo del Norte,,,Argentina,
8540,Columbian FC,,,Argentina,
8541,Hispano Argentino,,,Argentina,
8544,Lobos AC,,,Argentina,
8545,Platense II,,,Argentina,
8546,Retiro AC,,,Argentina,
8549,Unión San Vicente,,,Argentina,
8550,Villa Urquiza,,,Argentina,
8553,Buenos Aires and Rosario Railway,,,Argentina,
8554,CA Floresta,,,Argentina,
8555,CA Universal,,,Argentina,
8559,Deportivo Roca,,,Argentina,
8563,Jorge Newbery,,,Argentina,
8565,Loma Negra,,,Argentina,
8566,Lomas Academy,,,Argentina,
8567,Palermo AC,,,Argentina,
8568,Renato Cesarini,,,Argentina,
8569,Sociedad Sportiva Argentina,,,Argentina,
8570,Sportivo Alsina,,,Argentina,
8571,St. Andrew's AC,,,Argentina,
8575,Huracán de Corrientes,Corrientes,Corrientes,Argentina,
