source,key,name,country,type,tier,reep_id,reep_name,key_wikidata,key_fbref,key_transfermarkt,key_opta,candidates
football_competitions,norway|norwegian-cup,Norwegian Cup,Norway,cup_major,NONE,,,,,,,
football_competitions,ireland|fai-cup,FAI Cup,Ireland,cup_major,NONE,,,,,,,
football_competitions,eur|ofc-champions-league,OFC Champions League,,european,T1,rl84329607c158e8,OFC Champions League,rl84329607c158e8,,,,
football_competitions,austria|austrian-cup,Austrian Cup,Austria,cup_major,T1,rlda5a80fc1b0c64,Cup,rlda5a80fc1b0c64,,,,
football_competitions,poland|polish-cup,Polish Cup,Poland,cup_major,T1,rl7d7862252c24ec,Cup,rl7d7862252c24ec,,,,
football_competitions,greece|greek-cup,Greek Cup,Greece,cup_major,T1,rl4e04268f83d92e,Cup,rl4e04268f83d92e,,,,
football_competitions,turkey|turkish-cup,Turkish Cup,Turkey,cup_major,T1,rl536153203a4f64,Cup,rl536153203a4f64,,,,
football_competitions,belgium|beker-van-belgie,Beker van België,Belgium,cup_major,T1,rlf3c1bfc5a610ca,Cup,rlf3c1bfc5a610ca,,,,
football_competitions,switzerland|swiss-cup,Swiss Cup,Switzerland,cup_major,T1,rlcd0fe8bffe3657,Schweizer Pokal,rlcd0fe8bffe3657,,,,
football_competitions,eur|europa-league,Europa League,,european,NONE,,,,,,,
football_competitions,eur|europa-conference-league,Europa Conference League,,european,NONE,,,,,,,
football_competitions,england|national-league,National League,England,league,T1,rlef179778c4239a,National League,rlef179778c4239a,,,,
football_competitions,portugal|taca-da-liga,Taça da Liga,Portugal,cup_minor,T1,rl8b0ba52a6099e5,Taça da Liga,rl8b0ba52a6099e5,,,,
football_competitions,eur|fifa-club-world-cup,FIFA Club World Cup,,european,T1,rl119e635d334386,FIFA Club World Cup,rl119e635d334386,,,,
champion_competitions,premier-league,Premier League,,Domestic,AMB,,,,,,,Premier League:rl0a3d41eed5894c | Premier League:rl0c137b8d8c5852 | Premier League:rl203904b8adfe72 | Premier League:rl240036b66fda7e | Premyer Liqa:rl279929db175991 | Premier League:rl2ad50bc43a87b8 | Premier League:rl2f8e0ffba13e29 | Premier League:rl361536b5e65f83 | League:rl3ec74dc23ea807 | Premier League:rl43b6731277034e | Premier League:rl485cf910aece81 | Premier League:rl4c8e42176e3d5f | Premier League:rl55bb1b76e8f9a1 | Premier League:rl5b426bf89bd3ae | Premier League:rl6b074e148fc385 | Meistaradeildin:rl6cee675c33339c | Premijer Liga:rl83543a852b2f19 | Premier League:rl836d07840488a6 | Premier League:rl8d58af0b9ae906 | Premier League:rl9477e10fe3647b | Premier League:rl95aed12bc56ed2 | Premier League:rl95e18a5443593c | Premier League:rl973385b6cd80f4 | Premier League:rl9f1e1e1baf626a | Premier League:rla4d5b0db7c673a | Premier League:rlb841ea95d49903 | Premier League:rlb9506eb9a620f0 | Premier League:rlbae5b1d9ecc1aa | Premier League:rlbe8dd792088dc5 | Premier League:rlc6c9176fcc0378 | Canadian Premier League:rlceb75c0eb69c43 | Premier League:rlceee8c6f01551d | Premier League:rld885f21ca9980f | Premier League:rldb15c879695f74 | Premier League:rldf54c1370d4c61 | Premier League:rle828a577437559 | Premier League:rlf151108e3e5d58 | Premier League:rlf1c99e39db82bd
champion_competitions,primeira-liga,Primeira Liga,,Domestic,AMB,,,,,,,Primeira Liga:rl2e872341dc256b | Primeira Liga:rl2ec1e1a02bc8df
champion_competitions,champions-league,Champions League,,Continental,NONE,,,,,,,
champion_competitions,la-liga,La Liga,,Domestic,AMB,,,,,,,Liga 1:rl86c4330c4d4852 | Czech Liga:rl8a0f700dae35f3 | Liga 1:rla391dd0b71b0c1 | 1. liga:rlbf78e2f10ffda6 | 1. Liga:rlfae7f4df488f10
champion_competitions,bundesliga,Bundesliga,,Domestic,AMB,,,,,,,Bundesliga:rl1177b34f061ea4 | Bundesliga:rl38800203b4a843
champion_competitions,serie-a,Serie A,,Domestic,AMB,,,,,,,Serie A:rl0bdfb18f78bfef | Liga Pro:rl6316024a8a0c7a | Serie A:rl879248aa69a02f
champion_competitions,ligue-1,Ligue 1,,Domestic,AMB,,,,,,,Ligue 1:rl0d4cdc37030d11 | Ligue 1:rl16e8d194153d52 | Ligue 1:rl31bfa90ccf17c8 | Ligue 1:rl3318cf7e73f9ca | Ligue 1:rl4e04fbc3ed4aa6 | Ligue 1:rl9f2e2af72e909a | Ligue 1:rla7eeac3b604aef | Ligue 1:rld42008a5833064 | Ligue 1:rld71a8ab97dca12 | Ligue 1:rldca48af8e45971
champion_competitions,eredivisie,Eredivisie,,Domestic,T1,rl53a4e154c377bd,Eredivisie,rl53a4e154c377bd,,,,
champion_competitions,scottish-premiership,Scottish Premiership,,Domestic,T1,rle0418625bca61d,Premiership,rle0418625bca61d,,,,
champion_competitions,brasileiro-serie-a,Brasileiro Série A,,Domestic,NONE,,,,,,,
champion_competitions,argentina-primera-division,Argentina Primera División,,Domestic,NONE,,,,,,,
champion_competitions,major-league-soccer,Major League Soccer,,Domestic,T1,rl53486debcb7455,MLS,rl53486debcb7455,,,,
champion_competitions,liga-mx,Liga MX,,Domestic,T1,rl3b561144cb088c,Liga MX,rl3b561144cb088c,,,,
champion_competitions,football-allsvenskan-sweden,Allsvenskan,,Domestic,T1,rlf33d7b3efb35b8,Allsvenskan,rlf33d7b3efb35b8,,,,
champion_competitions,football-ekstraklasa-poland,Ekstraklasa,,Domestic,T1,rl334af271b3ef68,Ekstraklasa,rl334af271b3ef68,,,,
champion_competitions,football-belgian-pro-league-belgium,Belgian Pro League,,Domestic,T1,rlaa9622ae7c45dd,First Division A,rlaa9622ae7c45dd,,,,
champion_competitions,football-greek-super-league-greece,Greek Super League,,Domestic,T1,rl475e76d3e1df7a,Super League 1,rl475e76d3e1df7a,,,,
champion_competitions,football-danish-superliga-denmark,Danish Superliga,,Domestic,NONE,,,,,,,
champion_competitions,football-austrian-bundesliga-austria,Austrian Bundesliga,,Domestic,T1,rl1177b34f061ea4,Bundesliga,rl1177b34f061ea4,,,,
champion_competitions,football-swiss-super-league-switzerland,Swiss Super League,,Domestic,NONE,,,,,,,
champion_competitions,football-turkey-super-league-turkey,Turkey Super League,,Domestic,NONE,,,,,,,
champion_competitions,football-russian-premier-russia,Russian Premier,,Domestic,NONE,,,,,,,
champion_competitions,football-ukrainian-premier-ukraine,Ukrainian Premier,,Domestic,NONE,,,,,,,
champion_competitions,football-czech-first-league-czech-republic,Czech First League,,Domestic,T1,rl8a0f700dae35f3,Czech Liga,rl8a0f700dae35f3,,,,
champion_competitions,football-100-year-vision-league-japan,100 Year Vision League,,Domestic,NONE,,,,,,,
champion_competitions,football-k-league-1-south-korea,K League 1,,Domestic,T1,rl8166d37ceba684,K League 1,rl8166d37ceba684,,,,
champion_competitions,football-chinese-super-league-china,Chinese Super League,,Domestic,T1,rl8cf7eb31059d86,Chinese Super League,rl8cf7eb31059d86,,,,
champion_competitions,football-saudi-professional-league-saudi-arabia,Saudi Professional League,,Domestic,T1,rl32c17ae2bb296c,Saudi League,rl32c17ae2bb296c,,,,
champion_competitions,football-a-league-australia,A-League,,Domestic,T1,rldf2c996c718abe,A-League Men,rldf2c996c718abe,,,,
champion_competitions,football-egyptian-premier-league-egypt,Egyptian Premier League,,Domestic,T1,rl95aed12bc56ed2,Premier League,rl95aed12bc56ed2,,,,
champion_competitions,fifa-world-cup,FIFA World Cup,,International,T1,rlfe02bdbed04541,FIFA World Cup,rlfe02bdbed04541,,,,
champion_competitions,uefa-european-championship,UEFA European Championship,,International,T1,rl2da2f291d697b2,UEFA European Championship,rl2da2f291d697b2,,,,
champion_competitions,copa-america,Copa América,,International,T1,rl995fdf97ecc8ac,CONMEBOL Copa America,rl995fdf97ecc8ac,,,,
champion_competitions,africa-cup-of-nations,Africa Cup of Nations,,International,T1,rl2e8b1db706617d,CAF Africa Cup of Nations,rl2e8b1db706617d,,,,
champion_competitions,afc-asian-cup,AFC Asian Cup,,International,T1,rlfbaf1d092ba0cf,AFC Asian Cup,rlfbaf1d092ba0cf,,,,
champion_competitions,copa-libertadores,Copa Libertadores,,Continental,T1,rl88306324a7d64c,CONMEBOL Libertadores,rl88306324a7d64c,,,,
champion_competitions,europa-league,Europa League,,International,NONE,,,,,,,
champion_competitions,europa-conference-league,Europa Conference League,,International,NONE,,,,,,,
champion_competitions,club-world-cup,Club World Cup,,Continental,T2,rlfe02bdbed04541,FIFA World Cup,rlfe02bdbed04541,,,,
champion_competitions,fa-cup,FA Cup,,Domestic,AMB,,,,,,,FA Cup:rl4836525396920e | FA Cup:rl8eb57dc37cc279 | FA Cup:rlcf824ce429e5ef | FA Cup:rle71fda67a028c3 | FA Cup:rlfa3ee7a6616da2
champion_competitions,wsl,WSL,,Domestic,NONE,,,,,,,
champion_competitions,nwsl,NWSL,,Domestic,NONE,,,,,,,
champion_competitions,liga-f,Liga F,,Domestic,NONE,,,,,,,
champion_competitions,uefa-womens-champions-league,UEFA Women's Champions League,,Continental,NONE,,,,,,,
champion_competitions,fifa-womens-world-cup,FIFA Women's World Cup,,International,NONE,,,,,,,
champion_competitions,football-nb-i-hungary,NB I,,Domestic,T1,rl6d53a530456ad1,NB I,rl6d53a530456ad1,,,,
champion_competitions,football-tippeligaen-norway,Tippeligaen,,Domestic,T1,rl8d9ef8db097b5b,Eliteserien,rl8d9ef8db097b5b,,,,
champion_competitions,football-veikkausliiga-finland,Veikkausliiga,,Domestic,T1,rl58fd6839b3c0dc,Veikkausliiga,rl58fd6839b3c0dc,,,,
champion_competitions,football-prva-hnl-croatia,Prva HNL,,Domestic,T1,rla6c65b44ed5109,HNL,rla6c65b44ed5109,,,,
champion_competitions,football-serbian-superliga-serbia,Serbian Superliga,,Domestic,NONE,,,,,,,
